Style,Brand,Colour,Size,SKU,Price (KES),Online SOH,Last Online Sale,Online Units (4w),Online Units (lifetime)
Vivo Ayah Kimono,Vivo,Mustard / Black Tullu Print,1X/2X,V0225030PR11X/2X,4950.0,2,never,0,0
Vivo Ayah Kimono,Vivo,Orange / Black Tullu Print,1X/2X,V0225030PR21X/2X,4950.0,1,never,0,0
Vivo Ayah Kimono,Vivo,Orange / Black Tullu Print,XS/S,V0225030PR2XS/S,4950.0,1,2025-04-21,0,2
Vivo Ayah Satin Pants,Vivo,Dark Purple,1X,V0225031DAP1X,1950.0,2,2025-11-28,0,1
Vivo Ayah Satin Pants,Vivo,Dark Purple,L,V0225031DAPL,1950.0,1,2025-11-26,0,3
Vivo Ayah Satin Pants,Vivo,Dark Purple,M,V0225031DAPM,1950.0,3,never,0,0
Vivo Ayah Satin Pants,Vivo,Dark Red,1X,V0225031DAR1X,3950.0,1,2025-11-01,0,2
Vivo Ayah Satin Pants,Vivo,Dark Red,L,V0225031DARL,3950.0,1,2025-11-26,0,3
Vivo Ayah Satin Pants,Vivo,Dark Red,M,V0225031DARM,3950.0,3,never,0,0
Vivo Ayah Satin Pants,Vivo,Lilac / Navy Tullu Print,1X,V0225031PR11X,1950.0,1,2026-04-28,0,1
Vivo Ayah Shirred Cuff Loose Top,Vivo,Dark Purple,1X,V0225032DAP1X,3550.0,1,2025-05-01,0,1
Vivo Ayah Shirred Cuff Loose Top,Vivo,Dark Purple,L,V0225032DAPL,3550.0,1,2025-11-28,0,2
Vivo Ayah Shirred Cuff Loose Top,Vivo,Dark Purple,M,V0225032DAPM,3550.0,1,never,0,0
Vivo Ayah Shirred Cuff Loose Top,Vivo,Dark Purple,S,V0225032DAPS,3550.0,2,2025-05-16,0,2
Vivo Ayah Shirred Cuff Loose Top,Vivo,Lilac / Navy Ullu Print,S,V0225032PR1S,1850.0,1,2025-06-06,0,3
Vivo Ayah Shirred Neck Tent Maxi Dress,Vivo,Black,L,V0225005BLAL,4850.0,1,2025-08-13,0,1
Vivo Ayah Shirred Neck Tent Maxi Dress,Vivo,Black,M,V0225005BLAM,4850.0,1,2025-05-24,0,2
Vivo Ayah Shirred Neck Tent Maxi Dress,Vivo,Dark Teal,S,V0225005DATS,4850.0,1,never,0,0
Vivo Ayla Off-Shoulder Dress,Vivo,Tan / Black Meti Print,1X/2X,V0824103PR11X/2X,5250.0,1,2025-03-15,0,3
Vivo Ayla Off-Shoulder Dress,Vivo,Tan / Black Meti Print,XS/S,V0824103PR1XS/S,5250.0,1,2025-07-17,0,1
Vivo Ayla Off-Shoulder Jumpsuit,Vivo,Orange / Burgundy Umbo Print,XS/S,V0824108PR6XS/S,6750.0,1,2025-03-27,0,1
Vivo Ayo Tent Dress,Vivo,Mint Green / Off-White Abstract Print,L,0120094AMGRNL,0.0,1,2024-07-21,0,1
Vivo Ayo Tent Dress,Vivo,Mustard / Green Print,L,V0120094PR40L,2650.0,1,never,0,0
Vivo Basic 3/4 Sleeve A-Line Wrap Maxi Dress,Vivo,Hunters Green,1X,V0719007HGN1X,1650.0,1,never,0,0
Vivo Basic Boundneck Puff Sleeve Top,Vivo,Green Leaf Print - Red / 0320040 / L,L,0320040REDL,0.0,3,2020-11-16,0,1
Vivo Basic Boundneck Puff Sleeve Top,Vivo,Green Leaf Print - Red / 0320040 / S,S,0320040REDS,0.0,2,2021-02-06,0,3
Vivo Basic Boundneck Puff Sleeve Top,Vivo,Pink - Pink / 0320040 / L,L,0320040PINL,0.0,2,never,0,0
Vivo Basic Boundneck Puff Sleeve Top,Vivo,Pink - Pink / 0320040 / M,M,0320040PINM,0.0,2,2021-08-24,0,3
Vivo Basic Cap Sleeved Leila Dress,Vivo,Safron,4X,V0819136SAF4X,1350.0,2,never,0,0
Vivo Basic Cap Sleeved Leila Dress,Vivo,Taupe - Taupe / 0819136 / Xl,1X,0819136TAUXL,0.0,1,never,0,0
Vivo Basic Chiffon Dropped Shoulder Top,Vivo,Blue,2X,V0422075BLU2X,2950.0,1,never,0,0
Vivo Basic Chiffon Dropped Shoulder Top,Vivo,Blue,S,V0422075BLUS,2950.0,1,2025-12-31,0,1
Vivo Basic Cowl Jersey Top,Vivo,White,1X/2X,V0622062WHI1X/2X,1150.0,2,2025-11-18,0,5
Vivo Basic Dada Poncho,Vivo,,,0819101BMUS/BLAF,0.0,1,never,0,0
Vivo Basic Double Layered Wrap Poncho (Without Fringe),Vivo,Coral / Grey,F,V0523123PR4F,5250.0,1,never,0,0
Vivo Basic Hooded Kimono,Vivo,Beige / White Print,S,V1024063PR1S,2750.0,2,2025-11-30,0,1
Vivo Basic Hooded Kimono,Vivo,Black / Mint Print,S,V1024063PR5S,2350.0,1,2025-06-29,0,4
Vivo Basic Hooded Kimono,Vivo,Black / Yellow Print,S,V1024063PR3S,3850.0,1,2025-11-30,0,1
Vivo Basic Hooded Kimono,Vivo,Mustard / Purple Print,S,V1024063PR2S,1550.0,1,2025-11-30,0,2
Vivo Basic Hooded Kimono,Vivo,White / Brown Print,S,V1024063PR14S,1550.0,1,2025-11-30,0,2
Vivo Basic Imelda Top,Vivo,Hunters,1X/2X,V0719369HUN1X/2X,1150.0,1,2024-09-05,0,1
Vivo Basic Jeggings,Vivo,Black,M,V0325021BLAM,3550.0,1,2025-12-09,0,2
Vivo Basic Jeggings,Vivo,Black,S,V0325021BLAS,3550.0,3,never,0,0
Vivo Basic Liv Chiffon Top,Vivo,White / Black Print,F,V1019045PR22F,1150.0,3,2026-02-17,0,8
Vivo Basic Long Lily Waterfall,Vivo,Teal,1X/2X,V0819064TEA1X/2X,1750.0,2,2025-06-26,0,2
Vivo Basic Long Lily Waterfall,Vivo,Yellow - Yellow / 0819064 / S/M,S/M,0819064YELS/M,0.0,1,2026-04-30,0,4
Vivo Basic Long Sleeve Cascade Waterfall,Vivo,Green,L/1X,V0723033GREL/1X,1950.0,1,2026-05-10,0,2
Vivo Basic Long Sleeve Cascade Waterfall,Vivo,Green,S/M,V0723033GRES/M,1950.0,2,never,0,0
Vivo Basic Long Sleeve Cascade Waterfall,Vivo,Hunters Green,S/M,V0723033HGNS/M,1950.0,1,2026-02-11,0,6
Vivo Basic Long Sleeved Bishop Top,Vivo,Maroon - Maroon / 0120092 / M,M,0120092MARM,0.0,1,never,0,0
Vivo Basic Long Sleeved Bishop Top,Vivo,Navy / Brown Lowa Print,M,V0120092PR50M,2950.0,1,2026-02-25,0,1
Vivo Basic Long Sleeved Double Layered Bodycon,Vivo,Mustard - Mustard / 0719261 / Xl,1X,0719261MUSXL,0.0,3,never,0,0
Vivo Basic Long Sleeved Double Layered Bodycon,Vivo,Mustard - Mustard / 719261 / L,L,0719261MUSL,0.0,3,2026-02-23,0,1
Vivo Basic Long Sleeved Double Layered Bodycon,Vivo,Mustard - Mustard / 719261 / M,M,0719261MUSM,0.0,1,never,0,0
Vivo Basic Long Sleeved Double Layered Bodycon,Vivo,Taupe,L,V0719261TAUL,2950.0,2,2026-05-16,0,1
Vivo Basic Long Sleeved Double Layered Bodycon,Vivo,White,L,V0719261WHIL,2950.0,1,2025-08-28,0,4
Vivo Basic Long Sleeved Top,Vivo,Light Grey,2X,V0719113LGRY2X,1750.0,4,2026-06-11,0,2
Vivo Basic Long Sleeved Top,Vivo,Mustard,L,V0719113MUSL,1750.0,1,never,0,0
Vivo Basic Long Sleeved Top,Vivo,Orange - Orange / 0719113 / 2X,2X,0719113ORA2X,0.0,1,never,0,0
Vivo Basic Long Sleeved Top,Vivo,Orange - Orange / 0719113 / L,L,0719113ORAL,0.0,1,2026-01-22,0,1
Vivo Basic Long Sleeved Top,Vivo,Orange - Orange / 0719113 / Xl,1X,0719113ORAXL,0.0,1,never,0,0
Vivo Basic Long Sleeved Top,Vivo,Pink,M,V0719113PINKM,1750.0,1,2026-05-19,0,3
Vivo Basic Long Sleeved Top,Vivo,Pink,S,V0719113PINKS,1750.0,1,never,0,0
Vivo Basic Long Sleeved Top,Vivo,Rust,1X,V0719113RUST1X,1750.0,2,never,0,0
Vivo Basic Long Sleeved Top,Vivo,Rust,M,V0719113RUSTM,1750.0,1,2026-02-11,0,2
Vivo Basic Maternity Leggings,Vivo,Navy Blue,S,V1022057NABS,2750.0,2,never,0,0
Vivo Basic May Jersey Waterfall,Vivo,Dark Green - Dark Green / 0220053 / S/M,S/M,0220053DGNS/M,0.0,1,never,0,0
Vivo Basic May Jersey Waterfall,Vivo,Forest Green - Green / 0220053 / L/Xl,L/1X,0220053FGNL/XL,0.0,1,never,0,0
Vivo Basic Nalia High Low Jersey Top,Vivo,Mustard - Mustard / 0121134 / 1X/2X,1X/2X,0121134MUS1X/2X,0.0,2,2026-02-16,0,3
Vivo Basic Nalia High Low Jersey Top,Vivo,Navy Blue - Navy Blue / 0121134 / 1X/2X,1X/2X,0121134NABL1X/2X,0.0,1,2026-05-03,0,7
Vivo Basic Nalia High Low Jersey Top,Vivo,Rust - Rust / 0121134 / L/Xl,L/1X,0121134RUSL/XL,0.0,1,never,0,0
Vivo Basic Nalia High Low Jersey Top,Vivo,Teal - Teal / 0121134 / 1X/2X,1X/2X,0121134TEAL1X/2X,0.0,1,2025-11-21,0,6
Vivo Basic Nalia High-low Chiffon Top,Vivo,Black / Blue Print,1X/2X,V1119024PR691X/2X,2250.0,1,2025-06-12,0,2
Vivo Basic Nalia High-low Chiffon Top,Vivo,Black Textured,1X/2X,V1119024BLA1X/2X,950.0,1,never,0,0
Vivo Basic Nalia Satin High Low Top,Vivo,Lime,L/1X,V0223140LIML/1X,750.0,1,2025-11-19,0,4
Vivo Basic Neo Extra Long Lily Waterfall,Vivo,Rust,1X/2X,V0122114RUS1X/2X,1650.0,1,never,0,0
Vivo Basic Neo Waterfall,Vivo,Mustard,L/1X,V0422073MUSL/1X,3250.0,1,2026-06-03,0,6
Vivo Basic Palazzo Pants,Vivo,Black - Black / 819137 / S,S,0819137BLAS,0.0,1,never,0,0
Vivo Basic Palazzo Pants,Vivo,Hunters Green,1X,V0819137HGN1X,2000.0,1,2025-04-22,0,4
Vivo Basic Palazzo Pants,Vivo,Hunters Green,L,V0819137HGNL,2000.0,2,2024-11-22,0,3
Vivo Basic Palazzo Pants,Vivo,Hunters Green,M,V0819137HGNM,2000.0,1,2026-03-15,0,11
Vivo Basic Palazzo Pants,Vivo,Hunters Green,S,V0819137HGNS,2000.0,3,2024-08-08,0,1
Vivo Basic Puff Sleeved Bodycon,Vivo,Hunters Green,XS,V0919039HGNXS,1850.0,1,never,0,0
Vivo Basic Puff Sleeved Bodycon,Vivo,Mustard - Mustard / V0919039 / 1X,1X,0919039MUS1X,0.0,1,never,0,0
Vivo Basic Puff Sleeved Bodycon,Vivo,Mustard - Mustard / V0919039 / L,L,0919039MUSL,0.0,1,never,0,0
Vivo Basic Puff Sleeved Bodycon,Vivo,Mustard - Mustard / V0919039 / M,M,0919039MUSM,0.0,1,never,0,0
Vivo Basic Puff Sleeved Bodycon,Vivo,Teal,2X,V0919039TEA2X,1250.0,1,2025-11-21,0,1
Vivo Basic Salma Maxi Boat Neck Dress,Vivo,Mustard - Mustard / 0819056 / F,F,0819056MUSF,0.0,2,2021-11-26,0,3
Vivo Basic Short May Jersey Waterfall,Vivo,Yellow - Yellow / 221013 / L/Xl,L/1X,0221013YELL/XL,0.0,1,never,0,0
Vivo Basic Sienna Jersey Top,Vivo,Deep Teal,1X/2X,V0422077DET1X/2X,1200.0,1,2025-02-08,0,2
Vivo Basic Sleeveless Extra Long Lily Waterfall,Vivo,Black Old,S/M,V1122193BLAS/M,2550.0,1,2025-11-26,0,3
Vivo Basic Sleeveless Extra Long Lily Waterfall,Vivo,Burgundy,L/1X,V1122193L/XL,1350.0,1,2024-11-15,0,11
Vivo Basic Sleeveless Extra Long Lily Waterfall,Vivo,Forest Green,L/1X,V1122193FGNL/XL,2150.0,1,never,0,0
Vivo Basic Sleeveless Extra Long Lily Waterfall,Vivo,Tan - Tan / V1122193 / L/Xl,L/1X,V1122193BLAL/1X,0.0,1,2025-03-31,0,3
Vivo Basic Sleeveless Extra Long Lily Waterfall,Vivo,Yellow,L/1X,V1122193YELL/1X,1950.0,1,never,0,0
Vivo Basic Sleeveless Long Lily Waterfall,Vivo,Mustard,1X/2X,V0719839MUS1X/2X,1450.0,1,2025-11-13,0,1
Vivo Basic Sleeveless Long Lily Waterfall,Vivo,Navy Blue,1X/2X,V0719839NBLU1X/2X,1250.0,1,2026-01-22,0,3
Vivo Basic Sleeveless Long Lily Waterfall,Vivo,Tan,L/1X,V0719839TANL/1X,1750.0,1,2025-06-09,0,2
Vivo Basic Sleeveless Long Lily Waterfall,Vivo,Tan,S/M,V0719839TANS/M,1750.0,1,2025-07-28,0,5
Vivo Basic Sleeveless Long Lily Waterfall,Vivo,Taupe - Taupe / 0719839 / L/Xl,L/1X,0719839TAUL/XL,0.0,1,2026-01-30,0,2
Vivo Basic Sleeveless Long Lily Waterfall,Vivo,Yellow - Yellow / 0719839 / L/Xl,L/1X,0719839YELL/XL,0.0,2,never,0,0
Vivo Basic Sleeveless Long Lily Waterfall,Vivo,Yellow - Yellow / 0719839 / S/M,S/M,0719839YELS/M,0.0,1,2026-03-04,0,2
Vivo Basic Sleeveless Midi Jersey Waterfall,Vivo,Mustard,1X/2X,V1122192MUS1X/2X,1350.0,2,2026-04-08,0,1
Vivo Basic Sleeveless Midi Jersey Waterfall,Vivo,Navy Blue,1X/2X,V1122192NAB1X/2X,2000.0,1,2026-05-10,0,3
Vivo Basic Sleeveless Midi Jersey Waterfall,Vivo,Navy Blue,L/1X,V1122192NABL/1X,2000.0,1,never,0,0
Vivo Basic Sleeveless Midi Jersey Waterfall,Vivo,Navy Blue,M/L,V1122192NABM/L,2000.0,2,2026-04-17,0,3
Vivo Basic Sleeveless Midi Jersey Waterfall,Vivo,Navy Blue,S/M,V1122192NABS/M,2000.0,2,never,0,0
Vivo Basic Sleeveless Midi Jersey Waterfall,Vivo,Navy Blue,XS/S,V1122192NABXS/S,2000.0,1,2026-05-16,0,3
Vivo Basic Sleeveless Sienna Waterfall,Vivo,Navy Blue - Navy Blue / 0321017 / L,L,0321017NABL,0.0,1,2021-09-23,0,2
Vivo Basic Sleeveless Sienna Waterfall,Vivo,Navy Blue - Navy Blue / 0321017 / M,M,0321017NABM,0.0,1,2021-08-18,0,1
Vivo Basic Sleeveless Sienna Waterfall,Vivo,Navy Blue - Navy Blue / 0321017 / Xl,1X,0321017NABXL,0.0,1,never,0,0
Vivo Basic Sleeveless Sienna Waterfall,Vivo,Tan - Tan / V0321017 / S,S,V0321017TANS,0.0,1,2024-10-08,0,2
Vivo Basic Spaghetti Strap Tank Top,Vivo,Hunters Green,2X,V0623033HGN2X,450.0,1,2025-11-29,0,3
Vivo Basic Spaghetti Strap Tank Top,Vivo,Hunters Green,3X,V0623033HGN3X,450.0,2,never,0,0
Vivo Basic Spaghetti Strap Tank Top,Vivo,Hunters Green,4X,V0623033HGN4X,450.0,2,never,0,0
Vivo Basic Spaghetti Strap Tank Top,Vivo,Hunters Green,XS,V0623033HGNXS,450.0,1,never,0,0
Vivo Basic Spaghetti Strap Tank Top,Vivo,Navy Blue,2X,V0623033NAB2X,550.0,1,2025-11-19,0,3
Vivo Basic Spaghetti Strap Tank Top,Vivo,Navy Blue,3X,V0623033NAB3X,550.0,1,2024-05-17,0,1
Vivo Basic Spaghetti Strap Tank Top,Vivo,Navy Blue,4X,V0623033NAB4X,550.0,2,2024-10-01,0,1
Vivo Basic Spaghetti Strap Tank Top,Vivo,Tan,2X,V0623033TAN2X,450.0,2,never,0,0
Vivo Basic Spaghetti Strap Tank Top,Vivo,Tan,3X,V0623033TAN3X,450.0,1,never,0,0
Vivo Basic Spaghetti Strap Tank Top,Vivo,Tan,4X,V0623033TAN4X,450.0,1,2024-10-01,0,1
Vivo Basic Straight Maxi Dress,Vivo,Light Taupe,L,V0719121LTAUL,5950.0,1,2025-11-05,0,6
Vivo Basic Straight Maxi Dress,Vivo,Navy Blue - Navy Blue / 0719121 / 1X,1X,0719121NAB1X,0.0,1,never,0,0
Vivo Basic Straight Skirt,Vivo,Navy Blue - Navy Blue / 0222135 / S,S,0222135NABS,0.0,1,2026-03-02,0,4
Vivo Basic Strappy Cowl Top,Vivo,Champagne,1X,V0325044CHA1X,2550.0,1,2025-06-17,0,1
Vivo Basic Strappy Cowl Top,Vivo,Champagne,L,V0325044CHAL,2550.0,1,2026-05-10,0,1
Vivo Basic Strappy Cowl Top,Vivo,Champagne,M,V0325044CHAM,2550.0,1,2026-05-10,0,3
Vivo Basic Strappy Cowl Top,Vivo,Navy,1X,V0325044NAV1X,950.0,1,2025-10-02,0,2
Vivo Basic Strappy Cowl Top,Vivo,Navy,L,V0325044NAVL,950.0,1,2026-02-26,0,2
Vivo Basic Tsavo Scalloped Chiffon Top,Vivo,Black,L,V0422058BLAL,2750.0,1,2025-08-09,0,5
Vivo Basic Tsavo Scalloped Chiffon Top,Vivo,Navy Blue,S,V0422058NABS,750.0,1,2025-01-07,0,3
Vivo Basic Tulip Sweater,Vivo,Chocolate - Chocolate / V0819126 / L,L,V0819126CHOL,0.0,1,2024-09-04,0,5
Vivo Basic Tulip Sweater,Vivo,Light Yellow,1X,V0819126LYEL1X,3900.0,2,never,0,0
Vivo Basic Tulip Sweater,Vivo,Light Yellow,2X,V0819126LYEL2X,3900.0,1,never,0,0
Vivo Basic Tulip Sweater,Vivo,Light Yellow,L,V0819126LYELL,3900.0,3,never,0,0
Vivo Basic Tulip Sweater,Vivo,Olive Green,1X,V0819126OGN1X,3900.0,2,never,0,0
Vivo Basic Tulip Sweater,Vivo,Red,1X,V0819126RED1X,3900.0,2,2025-07-03,0,1
Vivo Basic Tulip Sweater,Vivo,Red,L,V0819126REDL,3900.0,3,2025-07-06,0,2
Vivo Basic V-Neck Long Sleeve Top,Vivo,Navy Blue,4X,V0423052NAB4X,750.0,1,2026-02-13,0,2
Vivo Basic V-neck Cap Sleeve Top,Vivo,Burgundy,2X,V0323019BUR2X,950.0,1,2025-12-30,0,1
Vivo Basic V-neck Cap Sleeve Top,Vivo,Buttermilk,3X,V0323019BUT3X,1250.0,1,2026-04-23,0,2
Vivo Basic V-neck Cap Sleeve Top,Vivo,Buttermilk,4X,V0323019BUT4X,1250.0,3,never,0,0
Vivo Basic V-neck Cap Sleeve Top,Vivo,Hunters Green,3X,V0323019HGN3X,450.0,2,2026-06-05,0,2
Vivo Basic V-neck Cap Sleeve Top,Vivo,Hunters Green,4X,V0323019HGN4X,450.0,1,2025-03-15,0,1
Vivo Basic V-neck Cap Sleeve Top,Vivo,Orange,2X,V0323019ORA2X,2550.0,1,never,0,0
Vivo Basic V-neck Cap Sleeve Top,Vivo,Teal,1X,V0323019TEAXL,1350.0,1,never,0,0
Vivo Basic V-neck Cap Sleeve Top,Vivo,Teal,3X,V0323019TEA3X,1350.0,2,2026-04-23,0,1
Vivo Basic V-neck Cap Sleeve Top,Vivo,Teal,4X,V0323019TEA4X,1350.0,1,never,0,0
Vivo Basic V-neck Cap Sleeve Top,Vivo,Teal,XS,V0323019TEAXS,1350.0,1,never,0,0
Vivo Beali Baby Doll Dress,Vivo,Off White / Gold Lea Print,M,V1024031PR4M,4850.0,1,2026-02-12,0,4
Vivo Beali Baby Doll Dress,Vivo,Off White / Gold Lea Print,XS,V1024031PR4XS,4850.0,1,never,0,0
Vivo Beali Sarong Skirt,Vivo,Cream / Taupe Lea Print,F,V1024037PR3F,1750.0,2,2025-11-29,0,6
Vivo Beali Shorts,Vivo,Beige / Gold Lea Print,S,V1024032PR2S,1350.0,1,2025-11-17,0,2
Vivo Beali Shorts,Vivo,Tan / Navy Lea Print,1X,V1024032PR11X,1850.0,1,2025-05-25,0,3
Vivo Beali Shorts,Vivo,Tan / Navy Lea Print,XS,V1024032PR1XS,1850.0,1,2025-01-02,0,1
Vivo Beali Two Way Wrap Top,Vivo,Cream / Chocolate Lea Print,1X,V1024043PR21X,1350.0,1,never,0,0
Vivo Beali Two Way Wrap Top,Vivo,Cream / Chocolate Lea Print,S,V1024043PR2S,1350.0,1,2026-04-17,0,1
Vivo Beali Two Way Wrap Top,Vivo,Cream / Gold Lea Print,L,V1024043PR1L,1350.0,1,2026-04-25,0,1
Vivo Beali Two Way Wrap Top,Vivo,Cream / Gold Lea Print,M,V1024043PR1M,1350.0,1,never,0,0
Vivo Beali Two Way Wrap Top,Vivo,Cream / Taupe Lea Print,1X,V1024043PR31X,1550.0,1,never,0,0
Vivo Beali Two Way Wrap Top,Vivo,Cream / Taupe Lea Print,XS,V1024043PR3XS,1550.0,1,never,0,0
Vivo Beali Two Way Wrap Top,Vivo,White / Taupe Lea Print,S,V1024043PR4S,2250.0,1,never,0,0
Vivo Chari Basic Chiffon Bishop Sleeve Top (Double Layered),Vivo,Tan,L,V1124153TANL,2050.0,1,2026-05-12,0,1
Vivo Chari Basic Pencil Skirt,Vivo,Black - Black / V1124158 / S,S,V1124158BLAS,0.0,1,2025-06-26,0,2
Vivo Chela Basic Cap Sleeve Top,Vivo,Light Taupe,1X,V0325019LTAU1X,2250.0,1,2025-06-24,0,2
Vivo Chela Basic Cap Sleeve Top,Vivo,Light Taupe,L,V0325019LTAUL,2250.0,1,2025-11-18,0,1
Vivo Chela Basic Cap Sleeve Top,Vivo,Lilac,1X,V0325019LIL1X,2250.0,1,2026-03-18,0,3
Vivo Chela Basic Cap Sleeve Top,Vivo,Lilac,L,V0325019LILL,2250.0,2,2025-06-06,0,1
Vivo Chela Basic Cap Sleeve Top,Vivo,Lilac,XS,V0325019LILXS,2250.0,1,never,0,0
Vivo Chela Basic Cap Sleeve Top,Vivo,Royal Blue,L,V0325019RBLUL,1850.0,2,2025-08-13,0,2
Vivo Chela Basic Cap Sleeve Top,Vivo,Royal Blue,M,V0325019RBLUM,1850.0,3,2026-05-08,0,6
Vivo Chela Basic Cap Sleeve Top,Vivo,Royal Blue,S,V0325019RBLUS,1850.0,1,2025-11-29,0,5
Vivo Chela Basic Cap Sleeve Top,Vivo,Sage,1X,V0325019SAG1X,2250.0,1,2025-06-24,0,2
Vivo Chela Basic Cap Sleeve Top,Vivo,Sage,L,V0325019SAGL,2250.0,3,2026-03-29,0,4
Vivo Chela Basic Cap Sleeve Top,Vivo,Sage,S,V0325019SAGS,2250.0,2,2026-03-18,0,9
Vivo Chela Scalloped Sleeveless Top,Vivo,Light Taupe,1X,V0225023LTAU1X,2050.0,1,never,0,0
Vivo Chela Scalloped Sleeveless Top,Vivo,Lilac,S,V0225023LILS,2050.0,2,never,0,0
Vivo Chela Scalloped Sleeveless Top,Vivo,Royal Blue,S,V0225023RBLUS,2050.0,1,never,0,0
Vivo Chesi V-neck Jumpsuit,Vivo,Deep Teal,1X,V0424130DTEA1X,2650.0,1,2026-03-12,0,4
Vivo Chesi Wide Leg Pants,Vivo,Mint / Hunters Green Hesi Print,1X,V0424124PR11X,4550.0,1,never,0,0
Vivo Chesi Wide Leg Pants,Vivo,Mint / Hunters Green Hesi Print,M,V0424124PR1M,4550.0,2,2025-12-02,0,6
Vivo Chesi Wide Leg Pants,Vivo,Rust / Black Hesi Print,1X,V0424124PR31X,2750.0,1,never,0,0
Vivo Chesi Wide Leg Pants,Vivo,Rust / Black Hesi Print,S,V0424124PR3S,2750.0,1,2025-09-13,0,2
Vivo Chiffon Shorts,Vivo,Black,1X,V0325072BLA1X,3550.0,1,never,0,0
Vivo Chiffon Shorts,Vivo,Black,M,V0325072BLAM,3550.0,2,2026-03-12,0,1
Vivo Chiffon Shorts,Vivo,Black,S,V0325072BLAS,3550.0,2,never,0,0
Vivo Chiffon Shorts,Vivo,Navy,1X,V0325072NAV1X,3550.0,1,2026-01-28,0,1
Vivo Chiffon Shorts,Vivo,Navy,L,V0325072NAVL,3550.0,1,never,0,0
Vivo Chiffon Shorts,Vivo,Navy,M,V0325072NAVM,3550.0,1,never,0,0
Vivo Chiffon Shorts,Vivo,Navy,S,V0325072NAVS,3550.0,1,2026-04-29,0,1
Vivo Chiffon Wide Kimono,Vivo,Peach / White Print,F,V0424168PR5F,1950.0,2,2026-02-19,0,4
Vivo Cowl Camisole,Vivo,Black,3X,V0424158BLA3X,1300.0,1,never,0,0
Vivo Cowl Camisole,Vivo,Black,L,V0424158BLAL,1300.0,1,never,0,0
Vivo Cowl Camisole,Vivo,Khaki,1X,V0424158KHA1X,1050.0,1,never,0,0
Vivo Cowl Camisole,Vivo,Khaki,2X,V0424158KHA2X,1050.0,1,never,0,0
Vivo Cowl Camisole,Vivo,Khaki,3X,V0424158KHA3X,1050.0,1,never,0,0
Vivo Cowl Camisole,Vivo,Khaki,L,V0424158KHAL,1050.0,1,never,0,0
Vivo Cowl Camisole,Vivo,Khaki,M,V0424158KHAM,1050.0,1,never,0,0
Vivo Cowl Camisole,Vivo,Khaki,S,V0424158KHAS,1050.0,1,never,0,0
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Black,1X,V0425056BLA1X,4500.0,3,2026-01-26,0,1
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Black,L,V0425056BLAL,4500.0,2,never,0,0
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Black,M,V0425056BLAM,4500.0,3,never,0,0
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Black,S,V0425056BLAS,4500.0,3,never,0,0
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Dark Olive,1X,V0425056DAO1X,4500.0,2,never,0,0
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Dark Olive,F,V0425056DAOS,4500.0,1,never,0,0
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Dark Olive,L,V0425056DAOL,4500.0,5,never,0,0
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Dark Olive,M,V0425056DAOM,4500.0,4,never,0,0
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Dark Purple,1X,V0425056DPUR1X,4500.0,1,never,0,0
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Dark Purple,L,V0425056DPURL,4500.0,5,2025-08-15,0,1
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Dark Purple,M,V0425056DPURM,4500.0,2,2025-07-28,0,1
Vivo Diella 3/4 Sleeve A-Line Dress,Vivo,Dark Purple,S,V0425056DPURS,4500.0,3,never,0,0
Vivo Dua Dolman Top,Vivo,Brown,M/L,V0424127BROM/L,1450.0,1,2025-11-17,0,8
Vivo Dua Long Bishop Sleeve Top,Vivo,Black Zoom - Black Zoom / V0523147 / S,S,V0523147BLAS,0.0,1,2025-02-24,0,3
Vivo Essentials Biker Shorts,Vivo,Black,2X,VE0002BLK2X,1750.0,2,2026-06-07,0,1
Vivo Essentials Biker Shorts,Vivo,Black,XS,VE0002BLKXS,1750.0,1,never,0,0
Vivo Essentials Biker Shorts,Vivo,Mulberry,S,VE0002MULS,1750.0,1,never,0,0
Vivo Essentials Biker Shorts,Vivo,Mulberry,XS,VE0002MULXS,1750.0,1,never,0,0
Vivo Essentials Biker Shorts,Vivo,Teal,XS,VE0002TEAXS,1750.0,1,never,0,0
Vivo Essentials Bodycon,Vivo,Black,S,VE0008BLAS,3950.0,1,2025-11-01,0,2
Vivo Essentials Bodycon,Vivo,Black,XS,VE0008BLAXS,3950.0,2,2025-10-10,0,1
Vivo Essentials Bodycon,Vivo,Orange,3X,VE0008ORA3X,3950.0,1,never,0,0
Vivo Essentials Bodycon,Vivo,Orange,S,VE0008ORAS,3950.0,1,2026-05-07,0,1
Vivo Essentials Bodycon,Vivo,Orange,XS,VE0008ORAXS,3950.0,2,never,0,0
Vivo Essentials Bodycon,Vivo,White,1X,VE0008WHI1X,3950.0,1,2025-11-04,0,1
