Style,Brand,Colour,Size,SKU,Price (KES),Online SOH,Last Online Sale,Online Units (4w),Online Units (lifetime)
Vivo Full Length Kimono,Vivo,Keri,3X/4X,V0224241PR103X/4X,5900.0,1,never,0,0
Vivo Full Length Kimono,Vivo,Keri,M/L,V0224241PR10M/L,5900.0,3,2025-08-23,0,2
Vivo Full Length Kimono,Vivo,Keri,XS/S,V0224241PR10XS/S,5900.0,1,never,0,0
Vivo Full Length Kimono,Vivo,Maya,1X/2X,V0224241PR111X/2X,5900.0,1,2025-10-02,0,3
Vivo Full Length Kimono,Vivo,Maya,3X/4X,V0224241PR113X/4X,5900.0,1,never,0,0
Vivo Full Length Kimono,Vivo,Maya,M/L,V0224241PR11M/L,5900.0,1,2025-06-12,0,2
Vivo Full Length Kimono,Vivo,Maya,XS/S,V0224241PR11XS/S,5900.0,1,2025-11-14,0,1
Vivo Golf Fly Front Shorts,Vivo,Dark Taupe,4X,V0823141DTAU4X,560.0,1,never,0,0
Vivo Hamle Front Twist Bodysuit,Vivo,White,2X,V0624053WHI2X,1050.0,1,2024-11-14,0,1
Vivo Hanabi High Low Top,Vivo,Gold / Black Koto Print,F,V1223038PR8F,2750.0,1,never,0,0
Vivo Hanabi Off,Vivo,Shoulder Top - Black,M,V1123012BLAM,1050.0,2,never,0,0
Vivo Hari Flared Sleeve Tunic,Vivo,Pink,2X,V0924049PIN2X,1550.0,1,never,0,0
Vivo Hari Flared Sleeve Tunic,Vivo,Red,2X,V0924049RED2X,1550.0,1,2026-02-23,0,2
Vivo Hari Flared Sleeve Tunic,Vivo,Red,L,V0924049REDL,1550.0,1,2026-04-30,0,6
Vivo Hari Flared Sleeve Tunic,Vivo,Red,S,V0924049REDS,1550.0,2,2025-12-05,0,3
Vivo Hooded Kimono With Elastic Cuff,Vivo,Black,3X/4X,V0424160BLA3X/4X,6950.0,1,never,0,0
Vivo Hooded Kimono With Elastic Cuff,Vivo,Black,M/L,V0424160BLAM/L,6950.0,1,never,0,0
Vivo Hooded Kimono With Elastic Cuff,Vivo,Black,XS/S,V0424160BLAXS/S,6950.0,1,2026-05-20,0,1
Vivo Hooded Kimono With Elastic Cuff,Vivo,Orange,1X/2X,V0424160ORA1X/2X,1950.0,1,never,0,0
Vivo Hooded Kimono With Elastic Cuff,Vivo,Orange,3X/4X,V0424160ORA3X/4X,1950.0,1,never,0,0
Vivo Isabi Cowl Top,Vivo,Black,1X,V0125036BLA1X,1750.0,1,never,0,0
Vivo Isabi Cowl Top,Vivo,Orange / Black Tiki Print,M,V0125036PR2M,2550.0,1,2025-07-05,0,3
Vivo Jamila Halter Neck Knee Length Dress,Vivo,Black / White Geometric Print,S,V0322088PR9S,3150.0,1,never,0,0
Vivo Jersey Drop Shoulder Top,Vivo,Dark Green,L,V1125001DGRNL,2500.0,1,never,0,0
Vivo Jersey Drop Shoulder Top,Vivo,Dark Green,M,V1125001DGRNM,2500.0,1,never,0,0
Vivo Jersey Drop Shoulder Top,Vivo,Dark Green,S,V1125001DGRNS,2500.0,1,never,0,0
Vivo Jersey Drop Shoulder Top,Vivo,Dark Purple,1X,V1125001DPUR1X,2500.0,1,never,0,0
Vivo Jersey Drop Shoulder Top,Vivo,Dark Purple,L,V1125001DPURL,2500.0,1,never,0,0
Vivo Jersey Drop Shoulder Top,Vivo,Dark Purple,M,V1125001DPURM,2500.0,1,never,0,0
Vivo Jersey Drop Shoulder Top,Vivo,Dark Purple,S,V1125001DPURS,2500.0,1,never,0,0
Vivo Joggers,Vivo,Benue,M,VE0050BENM,2750.0,1,never,0,0
Vivo Joggers,Vivo,Nile,4X,VE0050NIL4X,2750.0,1,never,0,0
Vivo Joggers,Vivo,Nile,S,VE0050NILS,2750.0,1,never,0,0
Vivo Joggers,Vivo,Nile,XS,VE0050NILXS,2750.0,1,never,0,0
Vivo Joggers,Vivo,Sabie,1X,VE0050SAB1X,1350.0,1,2026-05-20,0,1
Vivo Joggers,Vivo,Sabie,3X,VE0050SAB3X,1350.0,1,never,0,0
Vivo Joggers,Vivo,Sabie,4X,VE0050SAB4X,1350.0,1,never,0,0
Vivo Kala Gathered Front Top,Vivo,Orange,S,V0624073ORAS,1350.0,1,2026-03-28,0,5
Vivo Kala Long Sleeve Top,Vivo,White,1X/2X,V0624077WHI1X/2X,1750.0,2,2025-06-27,0,2
Vivo Kala Palazzo Pants,Vivo,Taupe / Orange Bemba Print,L,V0624067PR2L,1150.0,1,2026-05-17,0,8
Vivo Kala Palazzo Pants,Vivo,White / Orange Ukwi Print,1X,V0624067PR41X,1750.0,1,2025-12-04,0,6
Vivo Kelemi 4.0 Frilled Wide Top,Vivo,Lilac,S/M,V0325047LILS/M,2350.0,3,never,0,0
Vivo Kelemi 4.0 Frilled Wide Top,Vivo,Magenta,S/M,V0325047MAGS/M,2350.0,1,2026-04-17,0,1
Vivo Kelemi 4.0 Frilled Wide Top,Vivo,White,L/1X,V0325047WHIL/1X,2350.0,1,never,0,0
Vivo Kelemi 4.0 Halter Maxi Dress,Vivo,Mustard,L,V0325042MUSL,2250.0,1,never,0,0
Vivo Kelemi 4.0 Halter Maxi Dress,Vivo,Navy,L,V0325042NAVL,7950.0,1,never,0,0
Vivo Kelemi 4.0 Halter Maxi Dress,Vivo,Navy,M,V0325042NAVM,7950.0,1,2025-06-22,0,1
Vivo Kelemi 4.0 Kimono,Vivo,Lilac / Olive Nashe Print,1X,V0325041PR21X,6950.0,1,never,0,0
Vivo Kelemi 4.0 Kimono,Vivo,Lilac / Olive Nashe Print,L,V0325041PR2L,6950.0,1,2025-09-09,0,1
Vivo Kelemi 4.0 Kimono,Vivo,Lilac / Olive Nashe Print,M,V0325041PR2M,6950.0,2,2025-06-16,0,1
Vivo Kelemi 4.0 Kimono,Vivo,Magenta,S,V0325041MAGS,4850.0,1,never,0,0
Vivo Kelemi 4.0 Kimono,Vivo,Navy,1X,V0325041NAV1X,4850.0,1,never,0,0
Vivo Kelemi 4.0 Kimono,Vivo,Navy / Mustard Nashe Print,L,V0325041PR4L,6950.0,2,never,0,0
Vivo Kelemi 4.0 Kimono,Vivo,Navy / Mustard Nashe Print,M,V0325041PR4M,6950.0,2,2025-11-30,0,2
Vivo Kelemi 4.0 Kimono,Vivo,Orange,L,V0325041ORAL,2750.0,1,2026-03-29,0,1
Vivo Kelemi 4.0 Kimono,Vivo,Purple,1X,V0325041PUR1X,6950.0,1,2026-03-13,0,2
Vivo Kelemi 4.0 Kimono,Vivo,Purple,L,V0325041PURL,6950.0,3,2025-11-24,0,1
Vivo Kelemi 4.0 Kimono,Vivo,Purple,M,V0325041PURM,6950.0,1,2025-08-26,0,1
Vivo Kelemi 4.0 Kimono,Vivo,Purple,S,V0325041PURS,6950.0,1,2025-12-23,0,2
Vivo Kelemi Flared Sleeve Kimono,Vivo,Yellow / Green Lana Print,1X,V0924046PR21X,4850.0,1,never,0,0
Vivo Kelemi Hooded Kimono,Vivo,Mustard / Rust Leke Print,L,V0324082PR5L,4850.0,1,2026-01-28,0,6
Vivo Kelemi Ruffle Sleeve Top,Vivo,Yellow / Green Lana Print,1X,V1024029PR21X,4550.0,1,2026-02-27,0,2
Vivo Kelemi Ruffle Sleeve Top,Vivo,Yellow / Green Lana Print,M,V1024029PR2M,4550.0,1,never,0,0
Vivo Kelemi Ruffle Sleeve Top,Vivo,Yellow / Green Lana Print,S,V1024029PR2S,4550.0,1,2025-04-30,0,3
Vivo Kitenge Infinity Jumpsuit,Vivo,Bukavu,3X/4X,V0524181PR13X/4X,1950.0,2,never,0,0
Vivo Kitenge Infinity Jumpsuit,Vivo,Zena,3X/4X,V0524181PR23X/4X,1950.0,1,never,0,0
Vivo Kitenge Midi Kimono,Vivo,Shama Print,1X/2X,VE0049PR11X/2X,3450.0,1,never,0,0
Vivo Kitenge Midi Kimono,Vivo,Tana Print,XS/S,VE0049PR4XS/S,1750.0,1,2026-04-24,0,1
Vivo Kitenge Strappy Tie Back Top,Vivo,Neba,S,V0624025PR7S,2050.0,1,never,0,0
Vivo Kitenge Strappy Tie Back Top,Vivo,Obu,1X,V0624025PR91X,2900.0,1,never,0,0
Vivo Kitenge Strappy Tie Back Top,Vivo,Obu,L,V0624025PR9L,2900.0,2,2026-04-22,0,2
Vivo Kitenge Strappy Tie Back Top,Vivo,Obu,XS,V0624025PR9XS,2900.0,1,never,0,0
Vivo Kitenge Strappy Tie Back Top,Vivo,Tana,S,V0624025PR6S,2050.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Ashai,2X,VE0032PR9PR92X,2250.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Ashai,M,VE0032PR9PR9M,2250.0,1,2026-04-20,0,1
Vivo Kitenge Wide Leg Pants,Vivo,Blue / Pink Azizi Print,M,VE0032PR14M,2250.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Green / Black Adia Print,M,VE0032PR15M,4500.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Juja,1X,VE0032PR131X,4500.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Juja,L,VE0032PR13L,4500.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Juja,M,VE0032PR13M,4500.0,2,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Juja,S,VE0032PR13S,4500.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Lashi,M,VE0032PR10M,2250.0,2,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Maroon / Pink Ara Print,M,VE0032PR17M,4500.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Navy / Brown Chiku Print,M,VE0032PR19M,4500.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Navy / Brown Chiku Print,S,VE0032PR19S,4500.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Navy / Pink Bakari Print,M,VE0032PR16M,4500.0,1,2026-05-17,0,1
Vivo Kitenge Wide Leg Pants,Vivo,Navy / Pink Bakari Print,S,VE0032PR16S,4500.0,1,never,0,0
Vivo Kitenge Wide Leg Pants,Vivo,Sipo,L,VE0032PR11L,1850.0,1,2025-02-19,0,1
Vivo Kitenge Wide Leg Pants,Vivo,Sipo,M,VE0032PR11M,1850.0,1,2025-06-30,0,4
Vivo Kitenge Wide Leg Pants,Vivo,Sipo,S,VE0032PR11S,1850.0,1,never,0,0
Vivo Kitenge Wrap Skirt,Vivo,,,VE003014PR8F,0.0,7,never,0,0
Vivo Kitenge Wrap Skirt,Vivo,Tafo,F,VE003014PR9F,4950.0,1,2026-05-11,0,1
Vivo Laika Long Sleeve Tie Top,Vivo,White / Black Una Print,M,V0523184PR1M,2750.0,1,never,0,0
Vivo Laika Long Sleeve Tie Top,Vivo,White / Black Una Print,S,V0523184PR1S,2750.0,1,never,0,0
Vivo Lani Satin High Low Dress,Vivo,Mustard,F,V1021027MUSF,3650.0,1,2026-04-20,0,2
Vivo Leila 3/4 Sleeve Tent Knee Length Dress,Vivo,Navy,1X,V0423056NAVYXL,4950.0,1,2026-06-10,0,3
Vivo Leila 3/4 Sleeve Tent Knee Length Dress,Vivo,Navy,L,V0423056NAVYL,4950.0,1,2026-06-03,0,5
Vivo Leila 3/4 Sleeve Tent Knee Length Dress,Vivo,Navy,M,V0423056NAVYM,4950.0,1,2026-06-10,0,8
Vivo Leila 3/4 Sleeve Tent Knee Length Dress,Vivo,Teal,1X,V0423056TEALXL,4950.0,3,2026-05-11,0,8
Vivo Leila 3/4 Sleeve Tent Knee Length Dress,Vivo,Teal,M,V0423056TEALM,4950.0,3,2026-06-11,0,14
Vivo Leila 3/4 Sleeve Tent Knee Length Dress,Vivo,Teal,S,V0423056TEALS,4950.0,1,2025-01-22,0,3
Vivo Leila Cap Sleeve Tent Knee Length Dress,Vivo,Hunters,1X,V0423055HUNTXL,4550.0,2,never,0,0
Vivo Leila Cap Sleeve Tent Knee Length Dress,Vivo,Hunters,2X,V0423055HUNT2X,4550.0,1,2026-04-13,0,1
Vivo Leila Cap Sleeve Tent Knee Length Dress,Vivo,Hunters,L,V0423055HUNTL,4550.0,1,2026-06-07,0,6
Vivo Leila Cap Sleeve Tent Knee Length Dress,Vivo,Navy Blue,L,V0423055NABL,3150.0,1,2025-11-18,0,2
Vivo Leila Cap Sleeve Tent Knee Length Dress,Vivo,Teal,1X,V0423055TEA1X,3150.0,1,2025-04-15,0,3
Vivo Leila Cap Sleeve Tent Knee Length Dress,Vivo,White,L,V0423055WHIL,4550.0,1,never,0,0
Vivo Leila Short Sleeve Bodycon,Vivo,Burgundy,2X,V0924074BURG2X,3550.0,2,2026-01-29,0,3
Vivo Leila Short Sleeve Bodycon,Vivo,Burgundy,S,V0924074BURGS,3550.0,1,2025-05-13,0,2
Vivo Leila Short Sleeve Bodycon,Vivo,White,1X,V0924074WHI1X,3550.0,2,2026-05-19,0,4
Vivo Leila Short Sleeve Bodycon,Vivo,White,M,V0924074WHIM,3550.0,1,2024-12-20,0,3
Vivo Lena Slim Fit Pants in Pinstripe,Vivo,Black / White Thin Stripes,1X,V0825015PR21X,3900.0,2,never,0,0
Vivo Lena Slim Fit Pants in Pinstripe,Vivo,Black / White Thin Stripes,2X,V0825015PR22X,3900.0,1,never,0,0
Vivo Lena Slim Fit Pants in Pinstripe,Vivo,Black / White Thin Stripes,L,V0825015PR2L,3900.0,3,never,0,0
Vivo Lena Slim Fit Pants in Pinstripe,Vivo,Black / White Thin Stripes,M,V0825015PR2M,3900.0,3,never,0,0
Vivo Lena Slim Fit Pants in Pinstripe,Vivo,Black / White Thin Stripes,S,V0825015PR2S,3900.0,2,never,0,0
Vivo Lero Fitness Leggings,Vivo,Black + Blue Kiwi Print,S,V1123125PR2S,525.0,2,2024-11-28,0,2
Vivo Liora Shorts,Vivo,Black,2X,V0925026BLA2X,2500.0,1,never,0,0
Vivo Liora Shorts,Vivo,Black,L,V0925026BLAL,2500.0,1,never,0,0
Vivo Liora Shorts,Vivo,Black,M,V0925026BLAM,2500.0,3,never,0,0
Vivo Liora Shorts,Vivo,Black,S,V0925026BLAS,2500.0,2,never,0,0
Vivo Liora Shorts,Vivo,Chocolate,S,V0925026CHOCS,2500.0,1,2026-03-04,0,1
Vivo Liora Shorts,Vivo,Cream / Coral Ziza Print,L,V0925026PR2L,2500.0,1,2026-04-07,0,1
Vivo Liora Shorts,Vivo,Cream / Coral Ziza Print,M,V0925026PR2M,2500.0,1,2026-05-29,0,2
Vivo Liora Shorts,Vivo,Red / Black Ziza Print,M,V0925026PR1M,2500.0,3,never,0,0
Vivo Long Sleeve Blazer,Vivo,Atbara,S,VE0031ATBS,3900.0,1,2026-04-11,0,1
Vivo Long Sleeve Blazer,Vivo,Savannah,4X,VE0031SAV4X,3900.0,1,never,0,0
Vivo Long Sleeve Blazer,Vivo,Savannah,L,VE0031SAVL,3900.0,1,never,0,0
Vivo Long Sleeve Blazer,Vivo,Savannah,S,VE0031SAVS,3900.0,1,never,0,0
Vivo Long Sleeve Blazer,Vivo,Savannah,XS,VE0031SAVXS,3900.0,1,never,0,0
Vivo Lulu Cotton Barrel Pants,Vivo,Black,1X,V1125006BLA1X,4900.0,1,never,0,0
Vivo Lulu Cotton Barrel Pants,Vivo,Black,2X,V1125006BLA2X,4900.0,1,2026-05-14,0,1
Vivo Lulu Cotton Barrel Pants,Vivo,Black,M,V1125006BLAM,4900.0,1,2026-03-07,0,1
Vivo Lulu Cotton Barrel Pants,Vivo,Black,S,V1125006BLAS,4900.0,2,never,0,0
Vivo Lulu Cotton Barrel Pants,Vivo,Khaki Green,1X,V1125006KHGRN1X,4900.0,1,2026-05-18,0,1
Vivo Lulu Cotton Barrel Pants,Vivo,Khaki Green,2X,V1125006KHGRN2X,4900.0,1,never,0,0
Vivo Lulu Cotton Barrel Pants,Vivo,Khaki Green,L,V1125006KHGRNL,4900.0,2,2026-02-15,0,1
Vivo Lulu Cotton Barrel Pants,Vivo,Khaki Green,M,V1125006KHGRNM,4900.0,2,2026-05-16,0,1
Vivo Lulu Cotton Barrel Pants,Vivo,Khaki Green,S,V1125006KHGRNS,4900.0,2,never,0,0
Vivo Lulu Cotton Barrel Pants,Vivo,Maroon,1X,V1125006MAR1X,4900.0,1,never,0,0
Vivo Lulu Cotton Barrel Pants,Vivo,Maroon,2X,V1125006MAR2X,4900.0,1,never,0,0
Vivo Lulu Cotton Barrel Pants,Vivo,Maroon,S,V1125006MARS,4900.0,2,2026-04-15,0,1
Vivo Lulu Cotton Barrel Pants,Vivo,Rust,2X,V1125006RUS2X,4900.0,2,never,0,0
Vivo Lulu Cotton Barrel Pants,Vivo,Rust,M,V1125006RUSM,4900.0,2,never,0,0
Vivo Lulu Cotton Barrel Pants,Vivo,Rust,S,V1125006RUSS,4900.0,1,never,0,0
Vivo Maisha Kimono & Pant Set,Vivo,Grey / Black Print,M,V1225006PR1M,7500.0,1,2026-01-28,0,2
Vivo Maisha Kimono & Pant Set,Vivo,Grey / Black Print,S,V1225006PR1S,7500.0,1,never,0,0
Vivo Maisha Long Sleeve High Low Kimono,Vivo,Cream / Gold Uwa Print,L/1X,V0623026PR27L/1X,4500.0,1,never,0,0
Vivo Mandla High Neck A-Line Dress,Vivo,Grey,S,V0924042GREYS,950.0,1,2025-02-03,0,2
Vivo Mandla High Neck A-Line Dress,Vivo,Navy,S,V0924042NAVS,1900.0,1,2026-04-28,0,4
Vivo Mandla High Neck A-Line Dress,Vivo,Navy,XS,V0924042NAVXS,1900.0,3,2026-04-30,0,2
Vivo Meli Puff Sleeve Shift Dress,Vivo,Royal Blue,1X,V1124145RBLU1X,2950.0,1,2025-03-30,0,1
Vivo Meli Puff Sleeve Shift Dress,Vivo,Royal Blue,M,V1124145RBLUM,2950.0,1,2025-02-14,0,1
Vivo Meli Puff Sleeve Shift Dress,Vivo,Royal Blue,S,V1124145RBLUS,2950.0,1,2026-03-21,0,3
Vivo Meli Ruffle Sleeve Top,Vivo,Brown,F,V1124143BROS,3550.0,1,never,0,0
Vivo Meli Ruffle Sleeve Top,Vivo,Brown,M,V1124143BROM,3550.0,1,never,0,0
Vivo Meli Ruffle Sleeve Top,Vivo,Grey,1X,V1124143GRY1X,1350.0,1,2025-11-04,0,1
Vivo Meli Ruffle Sleeve Top,Vivo,Navy Blue,S,V1124143NABS,1250.0,1,2025-05-26,0,2
Vivo Meli Satin Pants,Vivo,Navy,L,V1124077NAVL,2750.0,1,2025-11-11,0,1
Vivo Meli Sleeveless Coat,Vivo,Black,1X/2X,V1124076BLA1X/2X,3250.0,1,2025-11-26,0,3
Vivo Meli Sleeveless Coat,Vivo,Black,M/L,V1124076BLAM/L,3250.0,2,2025-11-29,0,3
Vivo Merika Knee Length Wrap Dress,Vivo,Red,S,V1024002REDS,2950.0,1,never,0,0
Vivo Merika Knee Length Wrap Dress,Vivo,Royal Blue,L,V1024002RBLUL,2350.0,1,never,0,0
Vivo Merika Knee Length Wrap Dress,Vivo,Rust,M,V1024002RSTM,1650.0,1,2025-11-21,0,2
Vivo Mira Reversible Wrap Top,Vivo,Peach / Brown Fan Print,1X,V1123158PR1XL,950.0,1,2026-02-05,0,1
Vivo Mira Reversible Wrap Top,Vivo,Peach / Brown Fan Print,L,V1123158PR1L,950.0,1,2026-06-09,0,4
Vivo Mira Reversible Wrap Top,Vivo,Peach / Brown Fan Print,S,V1123158PR1S,950.0,3,2025-12-10,0,3
Vivo Mira Straight Leg Pants,Vivo,Teal / Black Print,S,V1123154PR7S,3150.0,1,never,0,0
Vivo Mira V-Neck Overlap Top,Vivo,Peach / Brown Fan Print,M,V1123157PR2M,1850.0,1,2024-04-27,0,2
Vivo Mistari 3/4 Sleeve V,Vivo,Neck Collared Tunic Top - Black Checkered,F,V0622041PR9F,2450.0,1,never,0,0
Vivo Mistari 3/4 Sleeve V,Vivo,Neck Collared Tunic Top - Black Stripes,F,V0622041PR7F,3550.0,3,2025-11-20,0,1
Vivo Mistari 3/4 Sleeve V,Vivo,Neck Collared Tunic Top - Black Textured,F,V0622041BLTF,3550.0,1,2026-05-15,0,7
Vivo Mistari 3/4 Sleeve V,Vivo,Neck Collared Tunic Top - Light Olive Checkered,F,V0622041LTOF,2450.0,1,never,0,0
Vivo Must Have Shorts,Vivo,,,V0224240PR5S,0.0,2,never,0,0
Vivo Must Have Shorts,Vivo,,,V0224240PR64X,0.0,2,never,0,0
Vivo Must Have Shorts,Vivo,,,V0224240PR54X,0.0,1,never,0,0
Vivo Must Have Shorts,Vivo,,,V0224240PR73X,0.0,1,never,0,0
Vivo Must Have Shorts,Vivo,,,V0224240PR44X,0.0,1,never,0,0
Vivo Must Have Shorts,Vivo,,M,V0224240JUBM,2450.0,1,never,0,0
Vivo Must Have Shorts,Vivo,,S,V0224240ZENS,1050.0,1,never,0,0
Vivo Must Have Shorts,Vivo,Bukavu,XS,V0224240PR3XS,2450.0,1,never,0,0
Vivo Must Have Shorts,Vivo,Lira Print Old,XS,V0224240PR4XS,3550.0,1,never,0,0
Vivo Must Have Shorts,Vivo,Sai,L,V0224240SAIL,2450.0,1,never,0,0
Vivo Must Have Shorts,Vivo,Shama,L,V0224240SHAL,3550.0,2,never,0,0
Vivo Must Have Shorts,Vivo,Shama,M,V0224240SHAM,3550.0,3,2025-12-15,0,6
Vivo Must Have Shorts,Vivo,Shama,S,V0224240SHAS,3550.0,1,2025-12-06,0,4
Vivo Nala Shirt Dress,Vivo,Dark Navy Blue,L,V0224125DNABL,5750.0,1,2025-02-20,0,1
Vivo Nala Shirt Dress,Vivo,Dark Navy Blue,M,V0224125DNABM,5750.0,1,never,0,0
Vivo Nala Shirt Dress,Vivo,Navy Blue,1X,V0224125NAB1X,5750.0,1,never,0,0
Vivo Nala Shirt Dress,Vivo,Navy Blue,L,V0224125NABL,5750.0,1,never,0,0
Vivo Nala Shirt Dress,Vivo,Navy Blue,M,V0224125NABM,5750.0,1,never,0,0
Vivo Nala Shirt Dress,Vivo,Olive,S,V0224125OLIS,2720.0,1,2024-11-29,0,3
Vivo Nala Shirt Dress,Vivo,Teal,L,V0224125TEAL,5750.0,1,2025-02-04,0,2
Vivo Nala Shirt Dress,Vivo,Teal,M,V0224125TEAM,5750.0,1,2025-02-03,0,1
Vivo Nasinka Ruffle Sleeve Jumpsuit,Vivo,Dark Mustard / Black Sinka Print,1X,V0624032PR11X,5500.0,1,never,0,0
Vivo Nasinka V-Neck Maxi Dress,Vivo,Black,M,V0724027BLAM,6950.0,1,never,0,0
Vivo Nasinka V-Neck Maxi Dress,Vivo,Black,S,V0724027BLAS,6950.0,1,never,0,0
Vivo Nasinka V-Neck Maxi Dress,Vivo,Fuschia,M,V0724027FUSM,4850.0,1,2025-12-01,0,1
Vivo Nasinka V-Neck Maxi Dress,Vivo,Fuschia,S,V0724027FUSS,4850.0,1,2025-06-21,0,1
Vivo Nasinka V-Neck Maxi Dress,Vivo,Lime,M,V0724027LIMM,6950.0,2,never,0,0
Vivo Nasinka V-Neck Maxi Dress,Vivo,Lime,S,V0724027LIMS,6950.0,2,never,0,0
Vivo Nasinka V-Neck Maxi Dress,Vivo,Purple,L,V0724027PURL,6950.0,1,never,0,0
Vivo Naya One Shoulder Flounce Jumpsuit,Vivo,Pweza Print,3X,V0823125PR23X,1100.0,1,never,0,0
Vivo Naya One Shoulder Flounce Jumpsuit,Vivo,Pweza Print,L,V0823125PR2L,1100.0,1,never,0,0
Vivo Naya One Shoulder Flounce Jumpsuit,Vivo,Pweza Print,M,V0823125PR2M,1100.0,3,never,0,0
Vivo Naya One Shoulder Flounce Top,Vivo,Alizeti,1X,V0823129PR11X,700.0,1,never,0,0
Vivo Naya One Shoulder Flounce Top,Vivo,Tausi,L,V0823L129PR2L,700.0,1,never,0,0
Vivo Naya One Shoulder Flounce Top,Vivo,Tawi,3X,V0823129PR33X,700.0,1,never,0,0
Vivo Naya One Shoulder Flounce Top,Vivo,Tawi,M,V0823129PR3M,700.0,2,2026-05-15,0,1
Vivo Niari Boat Neck Dress,Vivo,Black,1X,V0325003BLA1X,4950.0,1,2025-05-25,0,1
Vivo Niari Boat Neck Dress,Vivo,Black,L,V0325003BLAL,4950.0,1,2025-06-23,0,1
Vivo Niari Boat Neck Dress,Vivo,Black,S,V0325003BLAS,4950.0,1,2026-04-29,0,3
Vivo Niari Boat Neck Dress,Vivo,Dark Tan,L,V0325003DTANL,4950.0,1,2026-04-05,0,1
Vivo Niari Boat Neck Dress,Vivo,Dark Tan,M,V0325003DTANM,4950.0,1,never,0,0
Vivo Niari Boat Neck Dress,Vivo,Dark Tan,S,V0325003DTANS,4950.0,1,2026-04-25,0,1
Vivo Niari Boat Neck Dress,Vivo,Light Olive,1X,V0325003LOLI1X,3550.0,1,never,0,0
Vivo Niari Boat Neck Dress,Vivo,Light Olive,M,V0325003LOLIM,3550.0,1,never,0,0
Vivo Niari Boat Neck Dress,Vivo,Light Olive,S,V0325003LOLIS,3550.0,2,2026-04-25,0,1
Vivo Niari Shorts,Vivo,Light Olive / White Stripes,M,V0225027PR1M,850.0,1,never,0,0
Vivo Niari Shorts,Vivo,Light Olive / White Stripes,S,V0225027PR1S,850.0,1,2026-01-04,0,1
Vivo Niari straight leg Pants,Vivo,Black,M,V0225011BLAM,3950.0,1,never,0,0
Vivo Niari straight leg Pants,Vivo,Black,S,V0225011BLAS,3950.0,1,never,0,0
Vivo Niari straight leg Pants,Vivo,Maroon,1X,V0225011MAR1X,3950.0,1,never,0,0
Vivo Niari straight leg Pants,Vivo,Maroon,L,V0225011MARL,3950.0,1,2026-04-26,0,1
Vivo Niari straight leg Pants,Vivo,Maroon,M,V0225011MARM,3950.0,2,2026-05-05,0,1
Vivo Niari straight leg Pants,Vivo,Maroon,S,V0225011MARS,3950.0,2,never,0,0
Vivo Niari straight leg Pants,Vivo,Navy,S,V0225011NAVS,2750.0,1,never,0,0
Vivo Nimali Satin Blouse,Vivo,Black,L,VE0057BLAL,2450.0,1,never,0,0
Vivo Nimali Satin Blouse,Vivo,Mustard,4X,VE0057MUS4X,2450.0,1,never,0,0
Vivo Nimali Satin Blouse,Vivo,Mustard,XS,VE0057MUSXS,2450.0,1,never,0,0
Vivo Nimali Satin Blouse,Vivo,Orange,3X,VE0057ORA3X,1450.0,1,never,0,0
Vivo Nimali Satin Halter Top,Vivo,Dark Green,4X,VE0054DAGR4X,1750.0,1,never,0,0
Vivo Nimali Satin Halter Top,Vivo,Lilac,4X,VE0054LIL4X,950.0,1,never,0,0
Vivo Nimali Satin Halter Top,Vivo,Lilac,M,VE0054LILM,950.0,1,never,0,0
Vivo Nimali Satin Halter Top,Vivo,Lilac,S,VE0054LILS,950.0,1,2026-04-27,0,1
Vivo Nimali Satin Halter Top,Vivo,Navy Blue,M,VE0054NABLM,950.0,1,2026-05-08,0,1
Vivo Nimali Satin Halter Top,Vivo,Purple,M,VE0054PURM,1350.0,1,2026-03-23,0,2
Vivo Nimali Satin Halter Top,Vivo,Slate,L,VE0054SLAL,950.0,1,2026-05-15,0,3
Vivo Nimali Satin Joggers,Vivo,,M,VE0055BROM,1450.0,1,2026-04-09,0,2
Vivo Nimali Satin Joggers,Vivo,Black,XS,VE0055BLAXS,1450.0,1,2026-05-16,0,1
Vivo Nimali Satin Joggers,Vivo,Blue,3X,VE0055BLU3X,1450.0,1,never,0,0
Vivo Nimali Satin Joggers,Vivo,Blue,4X,VE0055BLU4X,1450.0,1,never,0,0
Vivo Nimali Satin Joggers,Vivo,Blue,M,VE0055BLUM,1450.0,1,2026-01-30,0,3
Vivo Nimali Satin Joggers,Vivo,Blue,S,VE0055BLUS,1450.0,1,2025-10-15,0,3
Vivo Nimali Satin Joggers,Vivo,Blue,XS,VE0055BLUXS,1450.0,1,never,0,0
