Style Number,Style Name,Brand,Category,Subcategory,Status,Highest Sold Price (KES),Current Price (KES),Warehouse,Retired Location,Stores,Online,Total SOH
Z0424109,Zoya Men's Cargo Pants,Zoya,Bottoms,Men's Bottoms,Retired,3250.0,2300.0,0,0,0,4,4
Z0424110,Zoya Yuni Men's Sweatshirt,Zoya,Tops,Men's Tops,Retired,2750.0,1900.0,0,0,0,4,4
V0923047,Vivo Ava Tent Flounce Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6900.0,4850.0,0,0,0,4,4
V1024002,Vivo Merika Knee Length Wrap Dress,Vivo,Dresses,Knee Length Dresses,Retired,5950.0,2350.0,1.0,0,2.0,1,4
V0719839,Vivo Basic Sleeveless Long Lily Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4550.0,1450.0,1.0,2.0,0,1,4
Z0125025,Zoya Sadira Mini Bubble Dress,Zoya,Dresses,Short & Mini Dresses,Retired,2550.0,2250.0,0,1.0,0,3,4
V0719839,Vivo Basic Sleeveless Long Lily Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4550.0,1750.0,1.0,1.0,0,2,4
S1023059,Safari Zene Drop Shoulder Top,Safari,Tops,Loose Tops,Retired,3250.0,1100.0,0,3.0,0,1,4
V1024029,Vivo Kelemi Ruffle Sleeve Top,Vivo,Tops,Loose Tops,Retired,4550.0,4550.0,0,2.0,0,2,4
V1024032,Vivo Beali Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,3550.0,1850.0,0,2.0,0,2,4
V1123047,Vivo Hanabi Wrap Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6950.0,4050.0,2.0,0,0,2,4
S0424075,Safari Huru Halter Sleeveless High Low Dress,Safari,Dresses,Midi & Capri Dresses,Retired,5750.0,4050.0,0,0,0,4,4
V0125032,Vivo Yene Jumpsuit,Vivo,Bottoms,Jumpsuits & Playsuits,Retired,5550.0,3850.0,0,0,3,1,4
Z1123050,Zoya Party Low V-Neck Bodysuit,Zoya,Tops,Bodysuits,Retired,1950.0,1950.0,0,0,0,4,4
VE0003M,Vivo Essentials Capri Leggings,Vivo,Bottoms,Leggings,Retired,2500.0,1750.0,0,0,4.0,0,4
VE0002M,Vivo Essentials Biker Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,1750.0,1750.0,0,1.0,0,3,4
V0524171,Vivo Zahari Straight Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,4550.0,1600.0,0,1.0,0,3,4
S1023066,Safari Kikoy Tunic High Low Top,Safari,Tops,Loose Tops,Retired,5250.0,1500.0,2.0,0,0,2,4
V1024066,Vivo Wena High Slit Maxi Shirt,Vivo,Tops,Loose Tops,Retired,4250.0,1750.0,0,0,4.0,0,4
V0723079,Vivo Soleil Handkerchief Drape Wide Top,Vivo,Tops,Loose Tops,Retired,3750.0,1450.0,0,0,4.0,0,4
Z0724071,Zoya Banda Men's Cargo Pants,Zoya,Bottoms,Men's Bottoms,Retired,3950.0,2800.0,0,0,0,4,4
Z1024021,Zoya Aridi Cropped Jacket,Zoya,Outerwear,Jackets & Coats,Retired,2250.0,2250.0,0,0,0,4,4
V0324043,Vivo Amai Side Slit Pants,Vivo,Bottoms,Full Length Pants,Retired,4250.0,2150.0,1.0,0,0,3,4
S0925046,Safari Tafari Shorts,Safari,Bottoms,Shorts & Skorts,Retired,2800.0,1950.0,0,0,0,4,4
V0622041,Vivo Mistari 3/4 Sleeve V,Vivo,Tops,Loose Tops,Retired,3550.0,2450.0,0,2.0,0,2,4
Z0124042,Zoya Luna Drawstring Maxi Dress,Zoya,Dresses,Maxi Dresses,Retired,0,550.0,0,0,0,4,4
V0120092,Vivo Basic Long Sleeved Bishop Top,Vivo,Tops,Fitted Tops,Retired,3250.0,1150.0,1.0,0,2,1,4
V0424124,Vivo Chesi Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,4550.0,4550.0,0,0,1.0,3,4
V1225006,Vivo Maisha Kimono & Pant Set,Vivo,Two-Piece Sets,Pants & Waterfall Set,Retired,7500.0,7500.0,0,0,2.0,2,4
V0724132,Vivo Situ Off-Shoulder Tie Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,5900.0,4150.0,1.0,0,2.0,1,4
S0424041,Safari Men's Kitenge Drawstring Shorts,Safari,Bottoms,Men's Bottoms,Retired,3550.0,3550.0,0,0,2.0,2,4
S0923114,Safari Kikoy Joggers,Safari,Bottoms,Full Length Pants,Retired,3950.0,1920.0,0,3.0,0,1,4
V1124094,Vivo Serwa Crepe Pants,Vivo,Bottoms,Full Length Pants,Retired,4250.0,2950.0,0,1.0,2,1,4
S1023065,Safari Zene Off Shoulder Dress,Safari,Dresses,Knee Length Dresses,Retired,5950.0,5950.0,0,1.0,0,3,4
V0225007,Vivo Ayah 3/4 Sleeve Jumpsuit,Vivo,Bottoms,Jumpsuits & Playsuits,Retired,5950.0,2350.0,0,1.0,2.0,1,4
V0124028,Vivo Tande Boat Neck Dress,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,3450.0,0,1.0,0,3,4
Z0624006,Zoya Shani Off Shoulder Crop Top,Zoya,Tops,Midriff & Crop Tops,Retired,2250.0,1400.0,0,0,3.0,1,4
S0923093,Safari Kikoy Wrap Dress,Safari,Dresses,Maxi Dresses,Retired,6950.0,6950.0,4.0,0,0,0,4
V0325069,Vivo Analo Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,3900.0,2750.0,0,1.0,2.0,1,4
Z0324057,Zoya Yuni Halter Dress,Zoya,Tops,T-shirts & Tank Tops,Retired,2750.0,550.0,0,0,0,4,4
Z0324066,Zoya Yuni High Slit Dress,Zoya,Dresses,Maxi Dresses,Retired,2550.0,2550.0,0,0,0,4,4
V0125036,Vivo Isabi Cowl Top,Vivo,Tops,Fitted Tops,Retired,2550.0,2550.0,0,3.0,0,1,4
VE0032A,Vivo Wide-Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,4550.0,2250.0,0,0,2.0,2,4
Z0324052,Zoya Yuni Off Shoulder Bodysuit,Zoya,Tops,Bodysuits,Retired,2750.0,550.0,0,1.0,0,3,4
V0323019,Vivo Basic V-neck Cap Sleeve Top,Vivo,Tops,T-shirts & Tank Tops,Retired,2550.0,450.0,0,1.0,0,3,4
V0523146,Vivo Leila Hip Length Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,3750.0,1050.0,1.0,1.0,2.0,0,4
Z0324067,Zoya Yuni Sleeveless Turtle Neck Maxi Top,Zoya,Tops,Fitted Tops,Retired,2250.0,450.0,0,1.0,0,3,4
V0323018,Vivo Basic Strappy Bodycon Dress,Vivo,Dresses,Knee Length Dresses,Retired,3550.0,2500.0,4.0,0,0,0,4
Z0225011,Zoya Vasha Raglan Sleeve Playsuit,Zoya,Bottoms,Jumpsuits & Playsuits,Retired,2550.0,2550.0,0,0,0,4,4
Z0324067,Zoya Yuni Sleeveless Turtle Neck Maxi Top,Zoya,Tops,Fitted Tops,Retired,2250.0,1200.0,0,0,0,4,4
V0424168,Vivo Chiffon Wide Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4950.0,1950.0,0,2.0,0,2,4
Z1123052,Zoya Party Cowl Bare Back Mini Dress,Zoya,Dresses,Short & Mini Dresses,Retired,2750.0,1375.0,0,0,0,4,4
Z0822087,Zoya Nia Wide Leg Shorts,Zoya,Bottoms,Shorts & Skorts,Retired,2550.0,2550.0,0,0,1.0,3,4
VE0060D,Vivo Nimali Satin Flounce Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,5950.0,4150.0,2.0,0,1,1,4
V0423052,Vivo Basic V-Neck Long Sleeve Top,Vivo,Tops,T-shirts & Tank Tops,Retired,2750.0,750.0,0,2.0,1.0,1,4
Z0822099,Zoya Nia Cargo Shorts,Zoya,Bottoms,Shorts & Skorts,Retired,2550.0,2550.0,1.0,0,0,3,4
V0423030,Vivo Imara Puff Sleeve Sheath Dress,Vivo,Dresses,Knee Length Dresses,Retired,4250.0,2150.0,2.0,0,2,0,4
V0122102,Vivo Faraji Side Slit Leisure Pants,Vivo,Bottoms,Full Length Pants,Retired,3950.0,1250.0,1.0,1.0,1,1,4
V0724047,Vivo Nkasi Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,4250.0,4250.0,0,0,0,3,3
V0224233,Vivo Reba Hi Low  Dress,Vivo,Dresses,Knee Length Dresses,Retired,5950.0,5950.0,0,0,0,3,3
S0223179,Safari Mali Bishop Sleeve Tent Dress,Safari,Dresses,Knee Length Dresses,Retired,5950.0,3600.0,0,1.0,0,2,3
V0724094,Vivo Hadiya Flounce Sleeve Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6250.0,6250.0,1.0,0,0,2,3
V0725004,Vivo Alani Plaid Midi Dress,Vivo,Dresses,Midi & Capri Dresses,Retired,3900.0,1950.0,0,0,1.0,2,3
S0224196,Safari Kamari Wide Leg Pants,Safari,Bottoms,Full Length Pants,Retired,4750.0,1450.0,0,0,3.0,0,3
S0224190,Safari Kamari Halter Shirt,Safari,Tops,Fitted Tops,Retired,3750.0,650.0,0,1.0,0,2,3
V0822022,Vivo Basic Sleeveless Tent Dress,Vivo,Dresses,Knee Length Dresses,Retired,4900.0,3450.0,0,0,2.0,1,3
V0225005,Vivo Ayah Shirred Neck Tent Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6950.0,4850.0,0,0,0,3,3
V1120033,Vivo Lamu Knee Length Chiffon Dress,Vivo,Dresses,Knee Length Dresses,Retired,4250.0,2950.0,0,0,0,3,3
S0923079,Safari Kikoy Off Shoulder Crop Top,Safari,Tops,Midriff & Crop Tops,Retired,2250.0,450.0,0,0,0,3,3
Z0324056,Zoya Yuni Off shoulder Mini Dress,Zoya,Dresses,Short & Mini Dresses,Retired,2750.0,550.0,0,1.0,0,2,3
S1024011,Safari Chui Placket Top,Safari,Tops,Fitted Tops,Retired,5250.0,5250.0,1.0,1.0,0,1,3
Z0324004,Zoya Taani Side Slit Hoodie,Zoya,Outerwear,Hoodies & Sweatshirts,Retired,3250.0,3250.0,0,0,2.0,1,3
Z0225007,Zoya Vasha Hooded Jacket,Zoya,Outerwear,Jackets & Coats,Retired,2950.0,550.0,0,0,1.0,2,3
V0824081,Vivo Chidii Off Shoulder Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,4150.0,0,0,3.0,0,3
S0824068,Safari Savannah Kitenge Shacket,Safari,Outerwear,Jackets & Coats,Retired,5950.0,5950.0,0,0,0,3,3
Z0324070,Zoya Yuni One Shoulder Crop Top,Zoya,Tops,Midriff & Crop Tops,Retired,1250.0,350.0,0,0,0,3,3
V1122192,Vivo Basic Sleeveless Midi Jersey Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,3250.0,1350.0,0,1.0,0,2,3
V0524167,Vivo Satin Drawstring Pants,Vivo,Bottoms,Full Length Pants,Retired,4550.0,1550.0,0,2.0,0,1,3
V0424160,Vivo Hooded Kimono With Elastic Cuff,Vivo,Outerwear,Waterfalls & Kimonos,Retired,6950.0,6950.0,0,0,0,3,3
S0123088,Safari Mali 3/4 Bishop Sleeve Tie Top,Safari,Tops,Fitted Tops,Retired,4250.0,1100.0,0,0,0,3,3
V0524194,Vivo Cuffed Wide Sweater,Vivo,Outerwear,Sweaters & Ponchos,Retired,6550.0,4550.0,0,0,3.0,0,3
Z1123052,Zoya Party Cowl Bare Back Mini Dress,Zoya,Dresses,Short & Mini Dresses,Retired,2750.0,1050.0,0,0,0,3,3
V0125062,Vivo Isabi Bodysuit,Vivo,Tops,Bodysuits,Retired,2250.0,2250.0,1.0,0,0,2,3
Z0424110,Zoya Yuni Men's Sweatshirt,Zoya,Tops,Men's Tops,Retired,2750.0,2750.0,0,0,3.0,0,3
V0424124,Vivo Chesi Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,4550.0,2750.0,0,1.0,0,2,3
V1123036,Vivo Sanyu Maxi Tent Dress,Vivo,Dresses,Maxi Dresses,Retired,6750.0,4750.0,0,0,3.0,0,3
V0525079,Vivo Maisha Top & Pant Set,Vivo,Two-Piece Sets,Pants & Top Set,Retired,5900.0,4150.0,0,0,2,1,3
V1223014,Vivo Dua Satin Bishop Sleeve Top,Vivo,Tops,Loose Tops,Retired,3550.0,3550.0,0,0,0,3,3
V0424100,Vivo Tatari Panelled Skirt,Vivo,Skirts,Knee Length Skirts,Retired,3250.0,1650.0,0,1.0,1.0,1,3
Z0125023,Zoya Sadira Men's Polo T-Shirt,Zoya,Tops,Men's Tops,Retired,1950.0,1950.0,0,0,3.0,0,3
S0724137,Safari Njano Front Drawstring Tunic Top,Safari,Tops,Loose Tops,Retired,4950.0,3450.0,0,1.0,1.0,1,3
S1024009,Safari Chui 3/4 Sleeve A-Line Dress,Safari,Dresses,Knee Length Dresses,Retired,7750.0,7750.0,0,0,0,3,3
Z0719149,Zoya Basic Capri Leggings,Zoya,Bottoms,Leggings,Retired,1950.0,350.0,0,0,3.0,0,3
Z0724018,Zoya Shani Men's Drawstring Shorts,Zoya,Bottoms,Men's Bottoms,Retired,2550.0,750.0,0,0,0,3,3
V0422058,Vivo Basic Tsavo Scalloped Chiffon Top,Vivo,Tops,Fitted Tops,Retired,2750.0,2750.0,0,0,0,3,3
V0125033,Vivo Yene Front Tie Tunic Top,Vivo,Tops,Fitted Tops,Retired,3550.0,1750.0,0,0,0,3,3
Z0724059,Zoya Banda Waist Length Zipped Jacket,Zoya,Outerwear,Jackets & Coats,Retired,3950.0,750.0,0,1.0,0,2,3
Z0124042,Zoya Luna Drawstring Maxi Dress,Zoya,Dresses,Maxi Dresses,Retired,0,2950.0,0,0,0,3,3
V0624024,Vivo Kitenge Tie Top,Vivo,Tops,Loose Tops,Retired,4550.0,2250.0,0,0,3.0,0,3
V0624024,Vivo Kitenge Tie Top,Vivo,Tops,Loose Tops,Retired,4550.0,4550.0,0,0,0,3,3
V0624025,Vivo Kitenge Strappy Tie Back Top,Vivo,Tops,Loose Tops,Retired,2900.0,2050.0,0,1.0,0,2,3
Z0124041,Zoya Luna High Slit Dress,Zoya,Dresses,Maxi Dresses,Retired,850.0,550.0,0,0,0,3,3
Z0724061,Zoya Banda Unisex Letterman Jacket,Zoya,Outerwear,Jackets & Coats,Retired,3950.0,1850.0,0,0,0,3,3
S0124010,Safari Haya Strappy Tie Back Maxi Dress,Safari,Dresses,Maxi Dresses,Retired,4250.0,2080.0,0,1.0,2.0,0,3
VE0060L,Vivo Nimali Satin Flounce Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,5950.0,2350.0,1.0,0,0,2,3
Z1219015,Zoya Basic Val Tank Top,Zoya,Tops,T-shirts & Tank Tops,Retired,1550.0,1300.0,0,0,3.0,0,3
V0325069,Vivo Analo Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,3900.0,1950.0,0,2.0,0,1,3
V0120092,Vivo Basic Long Sleeved Bishop Top,Vivo,Tops,Fitted Tops,Retired,3250.0,2950.0,0,1.0,1.0,1,3
Z1024059,Zoya X Metamorphisized 143 Cropped Jacket,Zoya,Outerwear,Jackets & Coats,Retired,2550.0,2550.0,0,0,1.0,2,3
V0325044,Vivo Basic Strappy Cowl Top,Vivo,Tops,Fitted Tops,Retired,2550.0,950.0,0,0,1.0,2,3
VE0050S,Vivo Joggers,Vivo,Bottoms,Full Length Pants,Retired,0,1350.0,0,0,0,3,3
V1124143,Vivo Meli Ruffle Sleeve Top,Vivo,Tops,Loose Tops,Retired,3550.0,3550.0,0,1.0,0,2,3
VE0050N,Vivo Joggers,Vivo,Bottoms,Full Length Pants,Retired,0,2750.0,0,0,0,3,3
VE0050B,Vivo Joggers,Vivo,Bottoms,Full Length Pants,Retired,0,2750.0,0,0,2,1,3
V0819126,Vivo Basic Tulip Sweater,Vivo,Outerwear,Sweaters & Ponchos,Retired,3900.0,3550.0,0,0,3.0,0,3
V0325042,Vivo Kelemi 4.0 Halter Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,7950.0,7950.0,0,1.0,0,2,3
V0821064,Vivo Basic Crepe Cap Sleeved Top,Vivo,Tops,Fitted Tops,Retired,2550.0,750.0,1.0,0,1.0,1,3
VE0034A,Vivo Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,0,3550.0,0,0,3,0,3
V0625040,Vivo Alani Boat Neck Midi Dress,Vivo,Dresses,Midi & Capri Dresses,Retired,3900.0,1950.0,0,0,3.0,0,3
V1124111,Vivo Seli Maxi Skirt,Vivo,Skirts,Maxi Skirts,Retired,4250.0,1750.0,0,1.0,1.0,1,3
V0323019,Vivo Basic V-neck Cap Sleeve Top,Vivo,Tops,T-shirts & Tank Tops,Retired,2550.0,950.0,0,1.0,1.0,1,3
V0625044,Vivo Iyana Tank Top,Vivo,Tops,Midriff & Crop Tops,Retired,1900.0,1350.0,0,1.0,0,2,3
V0625049,Vivo Iyana Cape Top,Vivo,Tops,Loose Tops,Retired,3900.0,2750.0,1.0,0,1,1,3
S0224181,Safari Kamari Long Sleeve Drawstring Shacket,Safari,Outerwear,Jackets & Coats,Retired,5550.0,2250.0,0,1.0,0,2,3
Z0822081,Zoya Nia Off Shoulder Puff Sleeve Top,Zoya,Tops,Midriff & Crop Tops,Retired,2250.0,2250.0,0,0,0,3,3
VE0032P,Vivo Kitenge Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,4550.0,1850.0,0,0,0,3,3
V0122102,Vivo Faraji Side Slit Leisure Pants,Vivo,Bottoms,Full Length Pants,Retired,3950.0,1350.0,0,0,3.0,0,3
V0323015,Vivo Asika Kaftan Tunic,Vivo,Tops,Loose Tops,Retired,3250.0,1150.0,0,2.0,0,1,3
S1023064,Safari Zene High Low Shirt Dress,Safari,Dresses,Midi & Capri Dresses,Retired,5750.0,4050.0,0,0,0,3,3
VE0029I,Vivo Tiered Shirt Dress,Vivo,Dresses,Knee Length Dresses,Retired,0,5500.0,0,0,3,0,3
VE0020T,Vivo Essentials Lounge Pants,Vivo,Bottoms,Full Length Pants,Retired,4800.0,1950.0,0,0,1.0,2,3
V0125001,Vivo Yene One Shoulder Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,2350.0,0,0,1,2,3
S0325065,Safari Naledi Gathered Panel Maxi Skirt,Safari,Skirts,Maxi Skirts,Retired,6400.0,4450.0,0,0,0,3,3
V0924032,Vivo Lalani Rib Maxi Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,6950.0,1350.0,0,0,1,2,3
V0923089,Vivo Ava Shirt Collar Tunic Top,Vivo,Tops,Loose Tops,Retired,3900.0,2750.0,0,2.0,0,1,3
V0224142,Vivo Vinna Slit Sleeve Top,Vivo,Tops,Fitted Tops,Retired,3550.0,2450.0,0,0,2.0,1,3
S0322135,Safari Tawi Shirt Collar Bishop Sleeve Tiered Dress,Safari,Dresses,Knee Length Dresses,Retired,4950.0,2800.0,2.0,0,0,1,3
V1023086,Vivo Sanyu Pleated Pants,Vivo,Bottoms,Full Length Pants,Retired,4250.0,1350.0,0,0,1.0,2,3
V0224142,Vivo Vinna Slit Sleeve Top,Vivo,Tops,Fitted Tops,Retired,3550.0,3550.0,0,0,0,3,3
V1024043,Vivo Beali Two Way Wrap Top,Vivo,Tops,Midriff & Crop Tops,Retired,3250.0,1550.0,0,1.0,0,2,3
V0922009,Vivo Pesi Drop Shoulder Tunic,Vivo,Tops,Fitted Tops,Retired,3750.0,2050.0,0,1.0,0,2,3
V0919039,Vivo Basic Puff Sleeved Bodycon,Vivo,Dresses,Knee Length Dresses,Retired,4750.0,4750.0,0,2.0,0,0,3
V0919039,Vivo Basic Puff Sleeved Bodycon,Vivo,Dresses,Knee Length Dresses,Retired,4750.0,3350.0,0,1.0,0,2,3
S0224135,Safari Kaya Sleeveless Tent Shirt Dress,Safari,Dresses,Knee Length Dresses,Retired,5750.0,5750.0,0,1.0,0,2,3
V0919039,Vivo Basic Puff Sleeved Bodycon,Vivo,Dresses,Knee Length Dresses,Retired,4750.0,1850.0,0,0,2.0,1,3
V0723079,Vivo Soleil Handkerchief Drape Wide Top,Vivo,Tops,Loose Tops,Retired,3750.0,3750.0,0,1.0,0,2,3
V0724037,Vivo Nkasi Asymmetrical Top,Vivo,Tops,Loose Tops,Retired,3250.0,2250.0,0,0,0,3,3
S0224196,Safari Kamari Wide Leg Pants,Safari,Bottoms,Full Length Pants,Retired,4750.0,2900.0,2.0,0,1,0,3
S0322128,Safari Tawi Off Shoulder Knee Length Dress,Safari,Dresses,Knee Length Dresses,Retired,4950.0,450.0,0,2.0,0,0,2
V0124045,Vivo Arafa Long Sleeve Tie Dress,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,450.0,0,0,2.0,0,2
V0125008,Vivo Yene Asymmetrical Cape Top,Vivo,Tops,Loose Tops,Retired,3750.0,1450.0,1.0,0,0,1,2
V0125033,Vivo Yene Front Tie Tunic Top,Vivo,Tops,Fitted Tops,Retired,3550.0,1650.0,0,0,1.0,1,2
V0125036,Vivo Isabi Cowl Top,Vivo,Tops,Fitted Tops,Retired,2550.0,1750.0,1.0,1.0,0,0,2
V0220007,Vivo Basic Double Layered Long Sleeved Bodysuit,Vivo,Tops,Bodysuits,Retired,2900.0,2000.0,2.0,0,0,0,2
V0220060,Zoya Capri Leggings,Zoya,Bottoms,Leggings,Retired,1950.0,350.0,0,0,2.0,0,2
V0224140,Vivo Vinna Escape A-Line Dress,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,1450.0,0,1.0,0,1,2
V0224142,Vivo Vinna Slit Sleeve Top,Vivo,Tops,Fitted Tops,Retired,3550.0,1250.0,0,0,0,2,2
S1023065,Safari Zene Off Shoulder Dress,Safari,Dresses,Knee Length Dresses,Retired,5950.0,4150.0,0,0,0,2,2
V0225007,Vivo Ayah 3/4 Sleeve Jumpsuit,Vivo,Bottoms,Jumpsuits & Playsuits,Retired,5950.0,1650.0,1.0,0,0,1,2
V0225025,Vivo Chela Drawstring Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,2550.0,950.0,0,0,2.0,0,2
S1023059,Safari Zene Drop Shoulder Top,Safari,Tops,Loose Tops,Retired,3250.0,1050.0,0,2.0,0,0,2
V0225029,Vivo Ayana Wide High Low Top,Vivo,Tops,Loose Tops,Retired,2900.0,750.0,1.0,0,1.0,0,2
V0322088,Vivo Jamila Halter Neck Knee Length Dress,Vivo,Dresses,Knee Length Dresses,Retired,4550.0,3150.0,0,0,1.0,1,2
V0323058,Vivo Basic Long Sleeve Tent Shirt Dress,Vivo,Dresses,Knee Length Dresses,Retired,5250.0,2150.0,0,0,2,0,2
V0325020,Vivo Tahisa Loose Top,Vivo,Tops,Loose Tops,Retired,3250.0,2250.0,0,0,1.0,1,2
V0325042,Vivo Kelemi 4.0 Halter Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,7950.0,2250.0,0,1.0,0,1,2
V0325069,Vivo Analo Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,3900.0,1550.0,0,0,1.0,1,2
V0422058,Vivo Basic Tsavo Scalloped Chiffon Top,Vivo,Tops,Fitted Tops,Retired,2750.0,750.0,0,1.0,1.0,0,2
V0422077,Vivo Basic Sienna Jersey Top,Vivo,Tops,T-shirts & Tank Tops,Retired,2550.0,1200.0,0,1.0,0,1,2
V0422149,Vivo Zena Bishop Panel Long Sleeve Round Neck Dress,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,3450.0,1.0,0,0,1,2
V0422149,Vivo Zena Bishop Panel Long Sleeve Round Neck Dress,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,4950.0,1.0,0,0,1,2
V0423055,Vivo Leila Cap Sleeve Tent Knee Length Dress,Vivo,Dresses,Knee Length Dresses,Retired,4550.0,3150.0,0,0,0,2,2
V0424127,Vivo Dua Dolman Top,Vivo,Tops,Loose Tops,Retired,3550.0,1450.0,0,1.0,0,1,2
V0424160,Vivo Hooded Kimono With Elastic Cuff,Vivo,Outerwear,Waterfalls & Kimonos,Retired,6950.0,1950.0,0,0,0,2,2
V0425007,Vivo Rema High Low Maxi Dress,Vivo,Dresses,Midi & Capri Dresses,Retired,3900.0,2750.0,0,0,0,2,2
V0425046,Vivo Analo Sleeveless Tie Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,3900.0,1050.0,0,1.0,0,1,2
V0425048,Vivo Rema Drawstring Pants,Vivo,Bottoms,Full Length Pants,Retired,3500.0,2450.0,1.0,0,0,1,2
V0523155,Vivo Sia Leisure Pants,Vivo,Bottoms,Full Length Pants,Retired,3550.0,1150.0,0,0,2.0,0,2
V0523184,Vivo Laika Long Sleeve Tie Top,Vivo,Tops,Loose Tops,Retired,3950.0,2750.0,0,1.0,0,1,2
V0524167,Vivo Satin Drawstring Pants,Vivo,Bottoms,Full Length Pants,Retired,4550.0,1250.0,0,0,2.0,0,2
V0524171,Vivo Zahari Straight Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,4550.0,1150.0,0,0,0,2,2
V0524194,Vivo Cuffed Wide Sweater,Vivo,Outerwear,Sweaters & Ponchos,Retired,6550.0,6550.0,0,0,0,2,2
V0525061,Vivo Alani Boat Neck Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,4500.0,4500.0,0,0,2,0,2
S0724130,Safari Njano Tie Front Wide Top,Safari,Tops,Loose Tops,Retired,4750.0,2350.0,0,1.0,0,1,2
V0623014,Vivo Zahari Off-Shoulder Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6250.0,6250.0,0,0,0,2,2
V0623026,Vivo Maisha Long Sleeve High Low Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4500.0,4500.0,0,0,1,1,2
V0624002,Vivo Tatari Dropped High Neck Top,Vivo,Tops,Fitted Tops,Retired,3550.0,1650.0,0,0,1.0,1,2
V0624095,Vivo Hamle Side Twist Tie Bodycon,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,3450.0,1.0,0,0,1,2
V0625028,Vivo Diella 3/4 Sleeve Pleated Dress,Vivo,Sale,Sample & Sale Items,Retired,4900.0,3900.0,2.0,0,0,0,2
V0625032,Vivo Aleri A-Line Pleated Dress,Vivo,Dresses,Knee Length Dresses,Retired,5500.0,2250.0,0,0,1.0,1,2
S0625014,Safari 3/4 Sleeve Maxi Kimono With Headwrap,Safari,Outerwear,Waterfalls & Kimonos,Retired,6400.0,4450.0,1.0,0,0,1,2
V0625045,Vivo Iyana Bow Tie Mini Dress,Vivo,Dresses,Short & Mini Dresses,Retired,5500.0,3850.0,0,0,2,0,2
V0719112,Vivo Basic Long Sleeved Bodysuit,Vivo,Tops,Bodysuits,Retired,2900.0,1800.0,1.0,0,1.0,0,2
V0719113,Vivo Basic Long Sleeved Top,Vivo,Tops,T-shirts & Tank Tops,Retired,2535.0,1400.0,0,2.0,0,0,2
V0719121,Vivo Basic Straight Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,5950.0,1.0,0,0,1,2
V0719553,Vivo Mock Neck Tent Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,4750.0,3350.0,0,0,0,2,2
V0719839,Vivo Basic Sleeveless Long Lily Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4550.0,1650.0,0,1.0,1.0,0,2
V0722033,Vivo Basic Julia 3/4 Sleeve Back Pleat Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,2050.0,0,0,2.0,0,2
V0723048,Vivo Sawari Long Sleeve V-Neck Midriff Top,Vivo,Tops,Fitted Tops,Retired,3950.0,1000.0,0,0,2,0,2
V0723098,Vivo Malindi Tunic Dress With Frills,Vivo,Dresses,Short & Mini Dresses,Retired,6550.0,4550.0,1.0,0,1.0,0,2
