barcode,sku,product_name,style_name,style_number,product_type,category,price,warehouse_available,online_available,suggested_online_alloc,flag
60054116,V0220007REDS,Vivo Basic Double Layered Long Sleeved Bodysuit - Red,Vivo Basic Double Layered Long Sleeved Bodysuit,V0220007,Bodysuits,Tops,2050.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60020725,V0220007MUS1X,Vivo Basic Double Layered Long Sleeved Bodysuit - Mustard,Vivo Basic Double Layered Long Sleeved Bodysuit,V0220007,Bodysuits,Tops,1450.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60047052,S1024013TAU1X,Safari Chui Heavy Shirt - Taupe,Safari Chui Heavy Shirt,S1024013,Fitted Tops,Tops,5950.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064837,V0126043PR2XS/S,Vivo Drop Shoulder Top in Cotton - Purple / Black Pinstripe Print,Vivo Drop Shoulder Top in Cotton,V0126043,Loose Tops,Tops,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60049293,V0224109GRYS,Vivo X This Is Essential Short Unitard - Grey,Vivo X This Is Essential Short Unitard,V0224109,Jumpsuits & Playsuits,Bottoms,3250.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60059683,V1020057DNAB2X,Vivo Waridi Pencil Skirt in Ponte - Dark Navy Blue,Vivo Waridi Pencil Skirt,V1020057,Knee Length Skirts,Skirts,2900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064133,V0126029PR7XS/S-V2,Vivo Maisha Strappy Cover Up Jumpsuit In Rayon - White / Blue Print,Vivo Maisha Strappy Cover Up Jumpsuit In Rayon,V0126029,Jumpsuits & Playsuits,Bottoms,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064836,V0126043PR11X/2X,Vivo Drop Shoulder Top in Cotton - Purple Slim Pinstripe Print,Vivo Drop Shoulder Top in Cotton,V0126043,Loose Tops,Tops,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60010081,V1221043NABS,Vivo Basic Satin Cap Sleeve Top - Navy Blue,Vivo Basic Satin Cap Sleeve Top,V1221043,Fitted Tops,Tops,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60051649,V1221043PR34L,Vivo Basic Satin Cap Sleeve Top - Taupe / Brown Bia Print,Vivo Basic Satin Cap Sleeve Top,V1221043,Fitted Tops,Tops,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064845,V0126043NAV1X/2X,Vivo Drop Shoulder Top in Cotton - Navy,Vivo Drop Shoulder Top in Cotton,V0126043,Loose Tops,Tops,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065349,V0126042OWHI2X,Vivo Wide Leg Pants in Crepe - Off White,Vivo Wide Leg Pants in Crepe,V0126042,Full Length Pants,Bottoms,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062989,V0222066PR10L,Vivo Thando Mock Neck Maxi Dress - White / Taupe Aria Print,Vivo Thando Mock Neck Maxi Dress,V0222066,Maxi Dresses,Dresses,6500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065324,V0126042DPIN2X,Vivo Wide Leg Pants in Crepe - Dark Pink,Vivo Wide Leg Pants in Crepe,V0126042,Full Length Pants,Bottoms,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063869,V0423023PR28L,Vivo Tatili Bishop Long Sleeve Top In Satin - Olive  Multicolor,Vivo Tatili Bishop Long Sleeve Top,V0423023,Fitted Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063862,V0423023PR27S,Vivo Tatili Bishop Long Sleeve Top In Satin - Brown Multicolor,Vivo Tatili Bishop Long Sleeve Top,V0423023,Fitted Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061523,V0423023FUSL,Vivo Tatili Bishop Long Sleeve Top - Fuschia,Vivo Tatili Bishop Long Sleeve Top,V0423023,Fitted Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062849,V0723045PR191X/2X,Vivo Sawari Crossed Cuff Batwing Top - White / Black Polka,Vivo Sawari Crossed Cuff Batwing Top,V0723045,Loose Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061385,V0723045PR17XS/S,Vivo Sawari Crossed Cuff Batwing Top - White / Olive Ruvu Print,Vivo Sawari Crossed Cuff Batwing Top,V0723045,Loose Tops,Tops,2450.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60059080,V1223014PR14M,Vivo Dua Satin Bishop Sleeve Top - Dark Mustard / Black Print,Vivo Dua Satin Bishop Sleeve Top,V1223014,Loose Tops,Tops,1250.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0525015PR23M,Vivo Samira Pants in Rayon-  Black / Off White Abstract Print,Vivo Samira Pants,V0525015,Full Length Pants,Bottoms,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061396,V1223015PR20F,Vivo Hanabi Satin High Low Top - Light Pink / Olive Print,Vivo Hanabi Satin High Low Top,V1223015,Loose Tops,Tops,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066249,V0126041PR31X/2X,Vivo Maxi Kimono in Chiffon - Lilac / Black Print,Vivo Maxi Kimono in Chiffon,V0126041,Waterfalls & Kimonos,Outerwear,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60029467,V1223018YELLL,Vivo Tana Puff Sleeve A-Line Dress - Yellow,Vivo Tana Puff Sleeve A-Line Dress,V1223018,Knee Length Dresses,Dresses,1750.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60029465,V1223018YELLS,Vivo Tana Puff Sleeve A-Line Dress - Yellow,Vivo Tana Puff Sleeve A-Line Dress,V1223018,Knee Length Dresses,Dresses,1750.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063293,V1123172DPURL,Vivo Sakari Cap Sleeve Maxi Dress - Dark Purple,Vivo Sakari Cap Sleeve Maxi Dress,V1123172,Maxi Dresses,Dresses,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60053278,V0325011BLAXS/S,Vivo Safa Drop Shoulder Top in Stretch Rib - Black,Vivo Safa Drop Shoulder Top,V0325011,Loose Tops,Tops,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60044395,V1223033PR18L,Vivo Asha Drop Shoulder Knee Length Dress - Black Aku Print,Vivo Asha Drop Shoulder Knee Length Dress,V1223033,Knee Length Dresses,Dresses,4800.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063086,V0125070GRY2X,Vivo Niari Tent Dress - Grey,Vivo Niari Tent Dress,V0125070,Knee Length Dresses,Dresses,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063071,V0125070BEI2X,Vivo Niari Tent Dress - Beige,Vivo Niari Tent Dress,V0125070,Knee Length Dresses,Dresses,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061208,V0925015LBLU1X,Vivo Naya Bishop Sleeve Shift Dress - Light Blue,Vivo Naya Bishop Sleeve Shift Dress,V0925015,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065502,V0126037PR5M,Vivo Basic Knee Length Dress In Chiffon - Maroon / Beige Print,Vivo Basic Knee Length Dress In Chiffon,V0126037,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0423050MUS1X,Vivo Tatili Wide Leg Pants - Mustard - MUSTARD / V0423050 / 1X,Vivo Tatili Wide Leg Pants,V0423050,Full Length Pants,Bottoms,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065498,V0126037PR4L,Vivo Basic Knee Length Dress In Chiffon - Black / Cream Print,Vivo Basic Knee Length Dress In Chiffon,V0126037,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60030642,V1223037WHIM,Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit - White,Vivo X This Is Essentials Long Sleeve Crew Neck Bodysuit,V1223037,Bodysuits,Tops,3750.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065492,V0126037PR3M,Vivo Basic Knee Length Dress In Chiffon - Green / Cream Print,Vivo Basic Knee Length Dress In Chiffon,V0126037,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40016721,V1020048WHIS,Vivo Basic 3/4 Sleeved Double Layered Bodysuit in Jersey - White,Vivo Basic 3/4 Sleeved Double Layered Bodysuit,V1020048,Bodysuits,Tops,2700.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066399,V1020048WHI2X,Vivo Basic 3/4 Sleeved Double Layered Bodysuit in Jersey - White,Vivo Basic 3/4 Sleeved Double Layered Bodysuit,V1020048,Bodysuits,Tops,2700.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056415,V0525071PR21S,Vivo Maisha Straight Leg Pants - Black / Brown Print,Vivo Maisha Straight Leg Pants in Crepe,V0525071,Full Length Pants,Bottoms,4200.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064750,V0525071PR421X,Vivo Maisha Straight Leg Pants in Crepe - Grey / Tan Print,Vivo Maisha Straight Leg Pants in Crepe,V0525071,Full Length Pants,Bottoms,4200.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064470,V0126033DBLUEM,Vivo Contrast Stitch Pants in Denim - Dark Blue,Vivo Contrast Stitch Pants in Denim,V0126033,Full Length Pants,Bottoms,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064473,V0126033DBLUE2X,Vivo Contrast Stitch Pants in Denim - Dark Blue,Vivo Contrast Stitch Pants in Denim,V0126033,Full Length Pants,Bottoms,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064474,V0126033BLAS,Vivo Contrast Stitch Pants in Denim - Black,Vivo Contrast Stitch Pants in Denim,V0126033,Full Length Pants,Bottoms,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064477,V0126033BLA1X,Vivo Contrast Stitch Pants in Denim - Black,Vivo Contrast Stitch Pants in Denim,V0126033,Full Length Pants,Bottoms,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062293,V1125028PR1F,Vivo Liora Asymmetrical Kaftan Top in Satin - Burgundy Textured Print,Vivo Liora Asymmetrical Kaftan Top in Satin,V1125028,Loose Tops,Tops,4500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40019478,V1120122ORAS/M,Vivo Lindi High Low Dress - Orange,Vivo Lindi High Low Dress,V1120122,Midi & Capri Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064019,V0523168PR6M,Vivo Laika Bishop Sleeve Shift Dress In Crepe - Dark Mustard / Black Aria Print,Vivo Laika Bishop Sleeve Shift Dress,V0523168,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064016,V0523168PR51X,Vivo Laika Bishop Sleeve Shift Dress In Crepe - Lilac / Black Aria Print,Vivo Laika Bishop Sleeve Shift Dress,V0523168,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40014366,V0720043SAM1,Vivo Knee Length Skirts - Sample1,Vivo Knee Length Skirts,V0720043,Sample & Sale Items,Sale,2350.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60054847,V0525018NAVS,Vivo Rema 3/4 Sleeve Side Slit Tunic Top in Rib - Navy,Vivo Rema 3/4 Sleeve Side Slit Tunic Top,V0525018,Loose Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60038932,S1023065HUNL,Safari Zene Off Shoulder Dress - Hunters,Safari Zene Off Shoulder Dress,S1023065,Knee Length Dresses,Dresses,4150.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60058105,V1119113LIOM/L,Vivo Everyday Sleeveless Waterfall in Jersey - Light Olive,Vivo Everyday Sleeveless Waterfall in Jersey,V1119113,Waterfalls & Kimonos,Outerwear,2900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60027223,S1023065PEAM,Safari Zene Off Shoulder Dress - Peach,Safari Zene Off Shoulder Dress,S1023065,Knee Length Dresses,Dresses,5950.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60038937,S1023065PINL,Safari Zene Off Shoulder Dress - Pink,Safari Zene Off Shoulder Dress,S1023065,Knee Length Dresses,Dresses,1450.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064095,V0723043MULM,Vivo Everyday Long Sleeve Top In Jersey - Mulberry,Vivo Basic Val Long Sleeve Top,V0723043,Midriff & Crop Tops,Tops,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064185,V0126028PR5F,Vivo Knee Length Kaftan in Satin - Mint / Green Print,Vivo Knee Length Kaftan in Satin,V0126028,Loose Tops,Tops,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60057040,V0920021BLA1X,Vivo Basic Tolani Jersey Dress - Black,Vivo Basic Tolani Jersey Dress,V0920021,Knee Length Dresses,Dresses,3450.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60021860,VE0002BLK2X,Vivo Essentials Biker Shorts - Black,Vivo Essentials Biker Shorts,VE0002B,Shorts & Skorts,Bottoms,1750.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60058265,V0719674CHO1X/2X,Vivo Everyday Short Waterfall in Jersey - Chocolate,Vivo Basic Short Waterfall,V0719674,Waterfalls & Kimonos,Outerwear,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064202,V0126028PR22F,Vivo Knee Length Kaftan in Satin - White / Light Blue Print,Vivo Knee Length Kaftan in Satin,V0126028,Loose Tops,Tops,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064200,V0126028PR20F,Vivo Knee Length Kaftan in Satin - White / Grey Print,Vivo Knee Length Kaftan in Satin,V0126028,Loose Tops,Tops,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60048320,S1024007WCLOXS,Safari Chui Cropped Jacket - White Cloud,Safari Chui Cropped Jacket,S1024007,Jackets & Coats,Outerwear,6250.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064181,V0126028PR1F,Vivo Knee Length Kaftan in Satin - Pink / Orange Print,Vivo Knee Length Kaftan in Satin,V0126028,Loose Tops,Tops,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0924096MAGM,Vivo Serwa Tent Dress - Magenta - MAGENTA / V0924096 / M,Vivo Serwa Tent Dress,V0924096,Knee Length Dresses,Dresses,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064193,V0126028PR13F,Vivo Knee Length Kaftan in Satin - Tan / Maroon Print,Vivo Knee Length Kaftan in Satin,V0126028,Loose Tops,Tops,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064192,V0126028PR12F,Vivo Knee Length Kaftan in Satin - Dark Purple / Cream Print,Vivo Knee Length Kaftan in Satin,V0126028,Loose Tops,Tops,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056859,V0423078SEGM/L,Vivo Leila Short Waterfall - Sea Green,Vivo Basic Leila Short Waterfall,V0423078,Waterfalls & Kimonos,Outerwear,3700.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056860,V0423078SEG1X/2X,Vivo Leila Short Waterfall - Sea Green,Vivo Basic Leila Short Waterfall,V0423078,Waterfalls & Kimonos,Outerwear,3700.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60060241,V0620049FUSL/1X,Vivo Leila Maxi Waterfall - Fuschia,Vivo Basic Leila Maxi Waterfall,V0620049,Waterfalls & Kimonos,Outerwear,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60021968,VE0013BLA2X/3X,Vivo Essentials Strappy Maxi Dress - Black,Vivo Essentials Strappy Maxi Dress,VE0013B,Maxi Dresses,Dresses,2850.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60047044,S1024013REDM,Safari Chui Heavy Shirt - Red,Safari Chui Heavy Shirt,S1024013,Fitted Tops,Tops,5950.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60047051,S1024013TAUL,Safari Chui Heavy Shirt - Taupe,Safari Chui Heavy Shirt,S1024013,Fitted Tops,Tops,5950.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056674,V0919035DARM,Vivo Everyday 3/4 Sleeve Double Layered Bodycon Dress - Dark Red,Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress,V0919035,Knee Length Dresses,Dresses,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056676,V0919035DAR1X,Vivo Everyday 3/4 Sleeve Double Layered Bodycon Dress - Dark Red,Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress,V0919035,Knee Length Dresses,Dresses,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0524171SAM,Vivo Zahari Straight Leg Pants - Sample,Sample & Sale Items,Sample & Sale Items,Sample & Sale Items,Sale,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
30000361,FS0223125 - FS4,Vivo Loose Tops - Fs 4,Sample & Sale Items,Sample & Sale Items,Sample & Sale Items,Sale,1550.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
30000367,FS0223124 - FS3,Vivo Fitted Tops - Fs 3,Sample & Sale Items,Sample & Sale Items,Sample & Sale Items,Sale,1950.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
30000384,FS0223121-FS4,Vivo Knee length Dress - Fs 4,Sample & Sale Items,Sample & Sale Items,Sample & Sale Items,Sale,2450.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40014400,V0720050SAM1,Vivo Shorts & Skorts - Sample 1,Sample & Sale Items,Sample & Sale Items,Sample & Sale Items,Sale,750.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40014345,V0720038SAM1,Vivo Mini Dress - Sample 1,Sample & Sale Items,Sample & Sale Items,Sample & Sale Items,Sale,750.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062711,S1125008BRW2X,Safari by Vivo Zehra Sleeveless Boxy Top - Brown,Safari by Vivo Zehra Sleeveless Boxy Top,S1125008,Fitted Tops,Tops,3400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60055083,S0425020MUSM,Safari Naledi Wrap Top - Mustard,Safari Naledi Wrap Top in Cotton,S0425020,Fitted Tops,Tops,4400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60059226,VE0033PR17XS/S,Vivo Short Kimono - Navy / Brown Chiku Print,Vivo Short Kimono,VE0033P,Waterfalls & Kimonos,Outerwear,3150.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60055085,S0425020MUS1X,Safari Naledi Wrap Top - Mustard,Safari Naledi Wrap Top in Cotton,S0425020,Fitted Tops,Tops,4400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064942,V0423023PR32M,Vivo Tatili Bishop Long Sleeve Top In Satin - Powder Blue Floral Print,Vivo Tatili Bishop Long Sleeve Top,V0423023,Fitted Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,Z0324050BLA4X,Zoya Yuni Tank Top - Black,Zoya Yuni Tank Top,Z0324050,T-shirts & Tank Tops,Tops,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063884,V1125005LIML,Vivo Lulu Bubble Sleeve Top In Cotton - Lime,Vivo Lulu Bubble Sleeve Top,V1125005,Fitted Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063886,V1125005LIM2X,Vivo Lulu Bubble Sleeve Top In Cotton - Lime,Vivo Lulu Bubble Sleeve Top,V1125005,Fitted Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061866,S1025026COR2X,Safari by Vivo Zehra Drawstring Pants - Coral,Safari by Vivo Zehra Drawstring Pants,S1025026,Full Length Pants,Bottoms,5400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061864,S1025026CORL,Safari by Vivo Zehra Drawstring Pants - Coral,Safari by Vivo Zehra Drawstring Pants,S1025026,Full Length Pants,Bottoms,5400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061881,S1025026HUN2X,Safari by Vivo Zehra Drawstring Pants - Hunters Green,Safari by Vivo Zehra Drawstring Pants,S1025026,Full Length Pants,Bottoms,5400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065939,V1124117PR19M/L,Vivo Seli Maxi Dress in Crepe - Mulberry / Lilac Yani Print,Vivo Seli Maxi Dress,V1124117,Maxi Dresses,Dresses,5900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065936,V1124117PR18M/L,Vivo Seli Maxi Dress in Crepe - Dark Green / Lime Yani Print,Vivo Seli Maxi Dress,V1124117,Maxi Dresses,Dresses,5900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065929,V1124117PR16XS/S,Vivo Seli Maxi Dress in Crepe - Orange / Chocolate Yani Print,Vivo Seli Maxi Dress,V1124117,Maxi Dresses,Dresses,5900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061858,S1025026RUSM,Safari by Vivo Zehra Drawstring Pants - Rust,Safari by Vivo Zehra Drawstring Pants,S1025026,Full Length Pants,Bottoms,5400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063393,V0126023BLAS,Vivo Kaisa Short Sleeve Maxi Bodycon In Polyester Stretch - Black,Vivo Kaisa Short Sleeve Maxi Bodycon In Polyester Stretch,V0126023,Maxi Dresses,Dresses,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062606,S1025027PR11S,Safari by Vivo Zehra Kitenge Pants - Ndiwa Print,Safari by Vivo Zehra Kitenge Pants,S1025027,Full Length Pants,Bottoms,4400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60045063,S0824029PR22X-JUR,Safari Njano Men's Straight Leg Pants - Jura Print,Safari Njano Men's Straight Leg Pants,S0824029,Full Length Pants,Bottoms,6250.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064162,V1123165PR24F,Vivo Sakari Circular Loose Top in Chiffon - Brown / Pink Textured Print,Vivo Sakari Circular Loose Top,V1123165,Loose Tops,Tops,2900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60067505,V1121090DTEA2X,Vivo Basic Capri Leggings in Rayon - Dark Teal,Vivo Basic Capri Leggings,V1121090,Leggings,Bottoms,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
50017806,V1121090BLAM,Vivo Basic Capri Leggings in Rayon - Black,Vivo Basic Capri Leggings,V1121090,Leggings,Bottoms,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60023124,V1121020MUSS,Vivo Basic Sleeveless Kena Tent Maxi Dress in Ponte - Mustard,Vivo Basic Sleeveless Kena Tent Maxi Dress,V1121020,Maxi Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V1124102ORAM,Vivo Tahisa Straight Leg Pants - Orange - ORANGE / V1124102 / M,Vivo Tahisa Straight Leg Pants,V1124102,Full Length Pants,Bottoms,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062584,S1025027PR61X,Safari by Vivo Zehra Kitenge Pants - Taswi Print,Safari by Vivo Zehra Kitenge Pants,S1025027,Full Length Pants,Bottoms,4400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60023126,V1121020MUSL,Vivo Basic Sleeveless Kena Tent Maxi Dress in Ponte - Mustard,Vivo Basic Sleeveless Kena Tent Maxi Dress,V1121020,Maxi Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
50017235,V1121020BLAS,Vivo Basic Sleeveless Kena Tent Maxi Dress in Ponte - Black,Vivo Basic Sleeveless Kena Tent Maxi Dress,V1121020,Maxi Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60059209,V1121020BLA1X,Vivo Basic Sleeveless Kena Tent Maxi Dress in Ponte - Black,Vivo Basic Sleeveless Kena Tent Maxi Dress,V1121020,Maxi Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60067713,V1120036LRDS,Vivo Everyday Cap Sleeve Top in Jersey - Light Red,Vivo Basic Val Cap Sleeve Top,V1120036,Midriff & Crop Tops,Tops,2200.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60067717,V1120036LRD2X,Vivo Everyday Cap Sleeve Top in Jersey - Light Red,Vivo Basic Val Cap Sleeve Top,V1120036,Midriff & Crop Tops,Tops,2200.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063661,V0126019PR5L,Vivo Liora Drawstring Pants In Satin - Grey / Black Print,Vivo Liora Drawstring Pants In Satin,V0126019,Full Length Pants,Bottoms,4500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
90001670,VE0078BLUS,Vivo Essentials Drop Shoulder Top - Blue,Vivo Essentials Drop Shoulder Top,VE0078B,Loose Tops,Tops,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60060818,V1025044NAVS,Vivo Chela Jersey Pallazo Pants - Navy,Vivo Chela Pants in Jersey,V1025044,Full Length Pants,Bottoms,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60060833,V1025044FUS1X,Vivo Chela Jersey Pallazo Pants - Fuschia,Vivo Chela Pants in Jersey,V1025044,Full Length Pants,Bottoms,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061122,S1025031PR10M/L,Safari Tafari Wrap Top - Umba Print,Safari Tafari Wrap Top,S1025031,Midriff & Crop Tops,Tops,3400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60059911,V0825032PR1M-LIM,Vivo Kemi Maxi Skirt - Lime Green / Maroon Emi Print,Vivo Kemi Skirt & Top Set,V0825032,Maxi Skirts,Skirts,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061763,V1025034REDL,Vivo Lulu Wide Hem Tent Dress - Red,Vivo Lulu Contrast Stitch Tent Dress in Cotton,V1025034,Knee Length Dresses,Dresses,5900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061103,V1025034LILL,Vivo Lulu Wide Hem Tent Dress - Lilac,Vivo Lulu Contrast Stitch Tent Dress in Cotton,V1025034,Knee Length Dresses,Dresses,5900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061301,V1024065PR8S,Vivo Dalia Cap Sleeve Gathered Dress - White / Light Blue Nasi Print,Vivo Dalia Cap Sleeve Gathered Tent Dress,V1024065,Knee Length Dresses,Dresses,3850.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064774,V1024065PR13M,Vivo Dalia Cap Sleeve Gathered Dress in Crepe - Black / Beige Textured Print,Vivo Dalia Cap Sleeve Gathered Tent Dress,V1024065,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063629,V0126018PR6S,Vivo Liora Sleeveless Drawstring Top In Satin - Dark Mustard / Black Print,Vivo Liora Sleeveless Drawstring Top In Satin,V0126018,Fitted Tops,Tops,3200.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064782,V1024065BUT2X,Vivo Dalia Cap Sleeve Gathered Dress in Crepe - Buttermilk,Vivo Dalia Cap Sleeve Gathered Tent Dress,V1024065,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40011967,Z0220060NABS,Zoya Capri Leggings - Navy Blue,Zoya Capri Leggings,Z0220060,Leggings,Bottoms,1200.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
