barcode,sku,product_name,style_name,style_number,product_type,category,price,warehouse_available,online_available,suggested_online_alloc,flag
60063605,V0126018PR1M,Vivo Liora Sleeveless Drawstring Top In Satin - Green / Teal Print,Vivo Liora Sleeveless Drawstring Top In Satin,V0126018,Fitted Tops,Tops,3200.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60033691,Z0324017NAVS,Zoya Taani Wide Joggers - Navy,Zoya Taani Wide Joggers,Z0324017,Full Length Pants,Bottoms,750.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065992,S1025050PR10S,Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Zuberi Print,Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress,S1025050,Maxi Dresses,Dresses,5800.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064268,V0822022PR39L,Vivo Basic Sleeveless Tent Dress in Crepe - White / Dark Hunters Print,Vivo Basic Sleeveless Tent Dress,V0822022,Knee Length Dresses,Dresses,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40007880,Z0819062NABM,Zoya Basic Full Length Leggings - Navy Blue,Zoya Basic Full Length Leggings,Z0819062,Leggings,Bottoms,1950.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60009989,Z0822112NABS,Zoya Nia Cargo Overalls - Navy Blue,Zoya Nia Cargo Overalls,Z0822112,Jumpsuits & Playsuits,Bottoms,3950.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,Z0819065YEL4X,Zoya Basic Tank Top - Yellow,Zoya Basic Tank Top,Z0819065,T-shirts & Tank Tops,Tops,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064256,V0921142PURS,Vivo Alek Shirred Off Shoulder Jumpsuit in Crepe - Purple,Vivo Alek Shirred Off- Shoulder Jumpsuit,V0921142,Jumpsuits & Playsuits,Bottoms,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60057286,Z1019075CHOM,Zoya Basic Jersey Bandeau - Chocolate Brown,Zoya Basic Jersey Bandeau,Z1019075,Midriff & Crop Tops,Tops,700.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056546,V0525079PR34S,Vivo Maisha Top & Pant Set - Black/ Green Print,Vivo Maisha Top & Pant Set,V0525079,Full Length Pants,Bottoms,4150.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0424092NABM,Vivo Tatari Knee Length Coat - Navy Blue - NAVY BLUE / V0424092 / M,Vivo Tatari Knee Length Coat,V0424092,Jackets & Coats,Outerwear,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0724124NVBM,Vivo Wila Jumpsuit - Navy Blue - NAVY BLUE / V0724124 / M,Vivo Wila Jumpsuit,V0724124,Jumpsuits & Playsuits,Bottoms,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0724027BLAM,Vivo Nasinka V-Neck Maxi Dress -  Black - BLACK / V0724027 / M,Vivo Nasinka V-Neck Maxi Dress,V0724027,Maxi Dresses,Dresses,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066054,S1025050PR22L,Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Zedani Print,Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress,S1025050,Maxi Dresses,Dresses,5800.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062254,S1025050PR6M,Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Black / White Ana Print,Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress,S1025050,Maxi Dresses,Dresses,5800.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065977,S1025050PR7S,Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Isola Print,Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress,S1025050,Maxi Dresses,Dresses,5800.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60057404,V0625028MUL1X-SD,Vivo Diella 3/4 Sleeve Pleated Dress SD - Mulberry,Vivo Diella 3/4 Sleeve Pleated Dress,V0625028,Sample & Sale Items,Sale,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
50011419,V0919035NABXXL,Vivo Everyday 3/4 Sleeve Double Layered Bodycon Dress - Navy Blue,Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress,V0919035,Knee Length Dresses,Dresses,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60040756,Z1019075WHIS,Zoya Basic Jersey Bandeau - White,Zoya Basic Jersey Bandeau,Z1019075,Midriff & Crop Tops,Tops,700.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60051703,S1123101PR9S-BLBA,Safari Lira Drawstring Knee Length Dress - Black + Bana Print,Safari Lira Drawstring Knee Length Dress,S1123101,Knee Length Dresses,Dresses,6250.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60052168,S1123101PR9S-BLTA,Safari Lira Drawstring Knee Length Dress - Black + Tafo Print,Safari Lira Drawstring Knee Length Dress,S1123101,Knee Length Dresses,Dresses,6250.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60052167,S1123101PR9XS-BLTA,Safari Lira Drawstring Knee Length Dress - Black + Tafo Print,Safari Lira Drawstring Knee Length Dress,S1123101,Knee Length Dresses,Dresses,6250.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60048307,Z1024053PR2L,Zoya X Metamorphisized 143 Oversized Bowling Shirt - White / Chocolate,Zoya X Metamorphisized 143 Oversized Bowling Shirt,Z1024053,Fitted Tops,Tops,2250.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061584,V0525018BROS,Vivo Rema 3/4 Sleeve Side Slit Tunic Top in Rib - Brown,Vivo Rema 3/4 Sleeve Side Slit Tunic Top,V0525018,Loose Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063699,V0825017REDL,Vivo Basic Cap Sleeve Maxi Dress In Chiffon - Red,Vivo Basic Cap Sleeve Chiffon Maxi Dress,V0825017,Maxi Dresses,Dresses,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065057,V0126014DPUR1X,Vivo Studio Shoulder Tie Top in Jersey - Dark Purple,Vivo Studio Shoulder Tie Top in Jersey,V0126014,Fitted Tops,Tops,3200.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063710,V0825017BEI1X,Vivo Basic Cap Sleeve Maxi Dress In Chiffon - Beige,Vivo Basic Cap Sleeve Chiffon Maxi Dress,V0825017,Maxi Dresses,Dresses,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064850,V0126011PR5F,Vivo Ruched Maxi Top in Textured Satin - Beige / Black Print,Vivo Ruched Maxi Top in Textured Satin,V0126011,Loose Tops,Tops,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056219,S0625017BLA1X,Shiv & Shikie X Safari Short Sleeve Shirt - Black,Shiv & Shikie X Safari Short Sleeve Shirt,S0625017,Loose Tops,Tops,4800.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0223152PR33XS/S,Vivo Yumi Off Shoulder Jumpsuit - Cream / Black Rumi Print - CREAM / BLACK RUMI PRINT / V0223152 / XS/S,Vivo Yumi Off Shoulder Jumpsuit,V0223152,Jumpsuits & Playsuits,Bottoms,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0423019DGRNS-DUS,Vivo Wastani Drawstring Pants - Dusty Green,Vivo Wastani Drawstring Pants,V0423019,Full Length Pants,Bottoms,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064736,V0525058MAR2X,Vivo Selah Palazzo Pants in Stretch Rib - Maroon,Vivo Selah Pallazo Pants,V0525058,Full Length Pants,Bottoms,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064559,V0821064DMU1X,Vivo Basic Cap Sleeve Top In Crepe - Dark Mustard,Vivo Basic Crepe Cap Sleeved Top,V0821064,Fitted Tops,Tops,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60043172,V0819120WHIM,Vivo Basic Sienna Waterfall In Jersey - White,Vivo Basic Sienna Waterfall,V0819120,Waterfalls & Kimonos,Outerwear,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60052775,V0819098TAUM,Vivo Basic Kena Tent Knee Length Dress in Ponte - Orange,Vivo Basic Kena Tent Knee Length Dress,V0819098,Knee Length Dresses,Dresses,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0226038PR5L,Vivo Off Shoulder Maxi Dress in Cotton - Grey Multicolor Print,Vivo Off Shoulder Maxi Dress in Cotton,V0226038,Maxi Dresses,Dresses,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065360,V0126009BLAS,Vivo Button Up Shirt in Chiffon - Black,Vivo Button Up Shirt in Chiffon,V0126009,Fitted Tops,Tops,4500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V1020056BURM,Vivo Waridi Sleeveless Overcoat - Burgundy,Vivo Waridi Sleeveless Overcoat,V1020056,Jackets & Coats,Outerwear,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064735,V0525058WHI2X,Vivo Selah Palazzo Pants in Stretch Rib - White,Vivo Selah Pallazo Pants,V0525058,Full Length Pants,Bottoms,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
50023135,V0819034DGNS,Vivo Basic Pencil Skirt in Ponte - Dark Green,Vivo Basic Pencil Skirt,V0819034,Knee Length Skirts,Skirts,2950.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40002059,V0819034BLAS,Vivo Basic Pencil Skirt in Ponte - Black,Vivo Basic Pencil Skirt,V0819034,Knee Length Skirts,Skirts,2950.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40017476,V0819031RUSL,Vivo Basic Double Layered Capri Skirt - Rust,Vivo Basic Lined Capri Skirt,V0819031,Midi & Capri Skirts,Skirts,3250.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40008604,V0819031NABXL,Vivo Basic Double Layered Capri Skirt - Navy Blue,Vivo Basic Lined Capri Skirt,V0819031,Midi & Capri Skirts,Skirts,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40001501,V0819003BLAM,Vivo Basic Panelled Leisure Pants in Ponte - Black,Vivo Basic Panelled Leisure Pants,V0819003,Full Length Pants,Bottoms,4500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064731,V0525058WHIS,Vivo Selah Palazzo Pants in Stretch Rib - White,Vivo Selah Pallazo Pants,V0525058,Full Length Pants,Bottoms,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063597,V0725022NAV1X,Vivo Essi Wide Leg Pants In Satin - Navy,Vivo Essi Wide Leg Pants in Satin,V0725022,Full Length Pants,Bottoms,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,Z0324047NAV3X,Zoya Yuni Strappy Midriff Top - Navy,Zoya Yuni Strappy Midriff Top,Z0324047,Fitted Tops,Tops,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,Z0324047TAU4X,Zoya Yuni Strappy Midriff Top - Taupe,Zoya Yuni Strappy Midriff Top,Z0324047,Fitted Tops,Tops,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063602,V0725022FUS1X,Vivo Essi Wide Leg Pants In Satin - Fuschia,Vivo Essi Wide Leg Pants in Satin,V0725022,Full Length Pants,Bottoms,4900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0724047PR2S,Vivo Nkasi Wide Leg Pants - Teal / Burgundy Kasi Print - TEAL / BURGUNDY KASI PRINT / V0724047 / S,Vivo Nkasi Wide Leg Pants,V0724047,Full Length Pants,Bottoms,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60060534,V0725016OLIF,Vivo Essi Front Slit Maxi Top - Olive,Vivo Essi Front Slit Maxi Top In Satin,V0725016,Loose Tops,Tops,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V1124138BLAM,Vivo Yene Wide Leg Pants - Black - black / V1124138 / m,Vivo Yene Wide Leg Pants,V1124138,Full Length Pants,Bottoms,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,Z0819065MUS4X,Zoya Basic Tank Top - Mustard,Zoya Basic Tank Top,Z0819065,T-shirts & Tank Tops,Tops,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,Z0819065WHIL,Zoya Basic Tank Top - White,Zoya Basic Tank Top,Z0819065,T-shirts & Tank Tops,Tops,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064816,V0126003TEAM,Vivo Studio Crew Neck Tee in Rib - Teal,Vivo Studio Crew Neck Tee in Rib,V0126003,Fitted Tops,Tops,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0125069BRO2X,Vivo Niari Sleeveless Top - Brown - BROWN / V0125069 / 2X,Vivo Niari Sleeveless Top,V0125069,Loose Tops,Tops,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,Z0324051NAB2X,Zoya Yuni Off Shoulder Midriff Top - Navy Blue,Zoya Yuni Off Shoulder Midriff Top,Z0324051,Midriff & Crop Tops,Tops,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066926,V0525075PR101X,Vivo Basic Round Neck Maxi Dress In Crepe - Dark Green,Vivo Basic Round Neck Maxi Dress,V0525075,Maxi Dresses,Dresses,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,Z0822092BLAS/M,Zoya Nia Crop Bomber Jacket - Black,Zoya Nia Crop Bomber Jacket,Z0822092,Jackets & Coats,Outerwear,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0724027BLAS,Vivo Nasinka V-Neck Maxi Dress -  Black - BLACK / V0724027 / S,Vivo Nasinka V-Neck Maxi Dress,V0724027,Maxi Dresses,Dresses,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062360,S1125013REXS/S,Safari by Vivo Zehra Shirred Midi Dress - Red,Safari by Vivo Zehra Shirred Midi Dress,S1125013,Midi & Capri Dresses,Dresses,6400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063446,V0525075DGNM,Vivo Basic Round Neck Maxi Dress In Crepe - Dark Green,Vivo Basic Round Neck Maxi Dress,V0525075,Maxi Dresses,Dresses,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60063445,V0525075DGNS,Vivo Basic Round Neck Maxi Dress In Crepe - Dark Green,Vivo Basic Round Neck Maxi Dress,V0525075,Maxi Dresses,Dresses,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066101,V0723045OWHIXS/S,Vivo Sawari Crossed Cuff Batwing Top in Satin - Off White,Vivo Sawari Crossed Cuff Batwing Top,V0723045,Loose Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062745,S1125019PR21X,Safari by Vivo Zehra Barrel Pants - Olive / White Print,Safari by Vivo Zehra Barrel Pants,S1125019,Full Length Pants,Bottoms,5400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066108,V0723045LOLIM/L,Vivo Sawari Crossed Cuff Batwing Top in Satin - Light Olive,Vivo Sawari Crossed Cuff Batwing Top,V0723045,Loose Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066931,V0525075PR111X,Vivo Basic Round Neck Maxi Dress In Crepe - Dark Green,Vivo Basic Round Neck Maxi Dress,V0525075,Maxi Dresses,Dresses,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066109,V0723045LOLI1X/2X,Vivo Sawari Crossed Cuff Batwing Top in Satin - Light Olive,Vivo Sawari Crossed Cuff Batwing Top,V0723045,Loose Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,Z0324070WHI3X,Zoya Yuni One - Shoulder Crop Top - White,Zoya Yuni One,Z0324070,Midriff & Crop Tops,Tops,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60041667,S0624022(REG)HUNL,Safari Savannah Men's Drawstring Shorts (Regular) - Hunters,Safari Savannah Men's Drawstring Shorts (Regular),S0624022,Shorts & Skorts,Bottoms,1650.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60030476,V0719674BURXS/S,Vivo Everyday Short Waterfall in Jersey - Burgundy,Vivo Basic Short Waterfall,V0719674,Waterfalls & Kimonos,Outerwear,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066112,V0723045DGRN1X/2X,Vivo Sawari Crossed Cuff Batwing Top in Satin - Dark Green,Vivo Sawari Crossed Cuff Batwing Top,V0723045,Loose Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40011970,V0719112WHIS,Vivo Basic Long Sleeved Bodysuit in Jersey - White,Vivo Basic Long Sleeved Bodysuit,V0719112,Bodysuits,Tops,2900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60046603,V0723043WHTS,Vivo Everyday Long Sleeve Top in Jersey - White,Vivo Basic Val Long Sleeve Top,V0723043,Midriff & Crop Tops,Tops,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062499,S1125033PR11X,Safari by Vivo Zehra Kitenge Shorts - Loom Print,Safari by Vivo Zehra Kitenge Shorts,S1125033,Shorts & Skorts,Bottoms,2800.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60045589,V0719112TEAM,Vivo Basic Long Sleeved Bodysuit in Jersey - Teal,Vivo Basic Long Sleeved Bodysuit,V0719112,Bodysuits,Tops,2550.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60036557,V0719112MUS4X,Vivo Basic Long Sleeved Bodysuit in Jersey - Mustard,Vivo Basic Long Sleeved Bodysuit,V0719112,Bodysuits,Tops,850.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60061996,S0825051TAU1X,Safari Zehra Tie Waist Kimono Dress - Taupe,Safari by Vivo Zehra Tie Waist Kimono Dress,S0825051,Midi & Capri Dresses,Dresses,6400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60036551,V0719112HGN2X,Vivo Basic Long Sleeved Bodysuit in Jersey - Hunters Green,Vivo Basic Long Sleeved Bodysuit,V0719112,Bodysuits,Tops,2050.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60060940,S0925049PR9L/1X,Safari Tafari Highlow Top - Shan Print,Safari Tafari Highlow Top in Kitenge,S0925049,Loose Tops,Tops,3800.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
40002851,V0719112BLAS,Vivo Basic Long Sleeved Bodysuit in Jersey - Black,Vivo Basic Long Sleeved Bodysuit,V0719112,Bodysuits,Tops,2900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056919,V0725001BLAS,Vivo Kani Bishop Sleeve Top in Crepe - Black,Vivo Kani Bishop Sleeve Top,V0725001,Fitted Tops,Tops,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60062619,S1125044PR4F,Safari by Vivo Zehra Kitenge Short Kimono - Moli Print,Safari by Vivo Zehra Short Kimono in Kitenge,S1125044,Waterfalls & Kimonos,Outerwear,4800.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60067786,V0625051OWHI2X,Vivo Everyday Tank Top in Jersey - Off White,Vivo Basic Val Tank Top,V0625051,T-shirts & Tank Tops,Tops,1500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60033543,V0121066BLA2XL,Vivo Dua Wide Leg Pants in Ponte - Black,Vivo Dua Wide Leg Pants,V0121066,Full Length Pants,Bottoms,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
50002046,V0121066BLAM,Vivo Dua Wide Leg Pants in Ponte - Black,Vivo Dua Wide Leg Pants,V0121066,Full Length Pants,Bottoms,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60067776,V0625051BLA2X,Vivo Everyday Tank Top in Jersey - Black,Vivo Basic Val Tank Top,V0625051,T-shirts & Tank Tops,Tops,1500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056488,V0625051BLA1X,Vivo Everyday Tank Top in Jersey - Black,Vivo Basic Val Tank Top,V0625051,T-shirts & Tank Tops,Tops,1500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056721,V0723043WHTL,Vivo Everyday Long Sleeve Top in Jersey - White,Vivo Basic Val Long Sleeve Top,V0723043,Midriff & Crop Tops,Tops,2500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60060415,V0625048PR5S,Vivo Iyana Bubble Mini Dress - White / Teal Iya Print,Vivo Iyana Bubble Mini Dress in Satin,V0625048,Short & Mini Dresses,Dresses,4150.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0921084BLAL,Vivo Ponte Back Pleat Maxi Dress - Black - BLACK / V0921084 / L,Vivo Ponte Back Pleat Maxi Dress,V0921084,Maxi Dresses,Dresses,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0223152PR311X/2X,Vivo Yumi Off Shoulder Jumpsuit - Cream / Rust Rumi Print - CREAM / RUST RUMI PRINT / V0223152 / 1X/2X,Vivo Yumi Off Shoulder Jumpsuit,V0223152,Jumpsuits & Playsuits,Bottoms,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066085,V0121167BEI1X/2X,Vivo Dua 3/4 Sleeved V Neck Shirt in Crepe - Beige,Vivo Dua Shirt,V0121167,Loose Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V0325012CHOS/M,Vivo Safa Sweater - Chocolate - chocolate / V0325012 / s-m,Vivo Safa Sweater,V0325012,Sweaters & Ponchos,Outerwear,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60051235,V0125006MINM,Vivo Yene Layered Top - Mint Green,Vivo Yene Layered Top,V0125006,Fitted Tops,Tops,1050.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60051237,V0125006MIN1X,Vivo Yene Layered Top - Mint Green,Vivo Yene Layered Top,V0125006,Fitted Tops,Tops,1050.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60051384,V0125004NABS,Vivo Yene High Slit Tunic Top - Navy Blue,Vivo Yene High Slit Tunic Top,V0125004,Loose Tops,Tops,1450.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066941,V0525075PR131X,Vivo Basic Round Neck Maxi Dress In Crepe - Dark Green,Vivo Basic Round Neck Maxi Dress,V0525075,Maxi Dresses,Dresses,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066933,V0525075PR12S,Vivo Basic Round Neck Maxi Dress In Crepe - Dark Green,Vivo Basic Round Neck Maxi Dress,V0525075,Maxi Dresses,Dresses,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066935,V0525075PR12L,Vivo Basic Round Neck Maxi Dress In Crepe - Dark Green,Vivo Basic Round Neck Maxi Dress,V0525075,Maxi Dresses,Dresses,6900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60044051,V0121167MAR1X/2X,Vivo Dua 3/4 Sleeved V Neck Shirt - Maroon,Vivo Dua Shirt,V0121167,Loose Tops,Tops,2450.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064640,V0525036PR5M,Vivo Zawadi Shift Dress in Chiffon - Beige / Brown Print,Vivo Zawadi Shift Dress,V0525036,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064634,V0525036PR4S,Vivo Zawadi Shift Dress in Chiffon - Lilac / Purple Print,Vivo Zawadi Shift Dress,V0525036,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065969,V0121167PR32XS/S,Vivo Dua 3/4 Sleeved V Neck Shirt in Satin - Mustard / Red Arisi Print,Vivo Dua Shirt,V0121167,Loose Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60065010,V0525015PR171X,Vivo Samira Pants in Rayon - Blue / White Spiral Print,Vivo Samira Pants,V0525015,Full Length Pants,Bottoms,2900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60001762,V0122078BLAL,Vivo Basic Straight Leg Pants in Ponte - Black,Vivo Basic Straight Leg Pants in Ponte,V0122078,Full Length Pants,Bottoms,3900.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60060158,V0121167SGNM/L,Vivo Dua 3/4 Sleeved V Neck Shirt - Sea Green,Vivo Dua Shirt,V0121167,Loose Tops,Tops,2450.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60054737,V0121167WHIM/L,Vivo Dua 3/4 Sleeved V Neck Shirt in Crepe - White,Vivo Dua Shirt,V0121167,Loose Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064588,S0125059MAR2X,Safari by Vivo Tiwa Wide Leg Pants in Linen - Maroon,Safari by Vivo Tiwa Wide Leg Pants in Linen,S0125059,Full Length Pants,Bottoms,6400.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,V1124109PR1S,Vivo Seli Wide Leg Pants - Lilac / Navy Esli Print - lilac-navy-esli-print / V1124109 / s,Vivo Seli Wide Leg Pants,V1124109,Full Length Pants,Bottoms,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60050821,V0121168PR88L-BRO,Vivo Basic Cap Sleeve Knee Length Tent Dress - Brown / Cream Print,Vivo Basic Cap Sleeve Knee Length Tent Dress,V0121168,Knee Length Dresses,Dresses,3850.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60044412,V0121134NABL1X/2X,Vivo Basic Nalia High Low Jersey Top - Navy Blue,Vivo Basic Nalia High Low Jersey Top,V0121134,T-shirts & Tank Tops,Tops,1050.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60056798,V0719693DAMS,Vivo Everyday Side Twist Bodycon in Jersey - Dark Mustard,Vivo Side Twist Dress,V0719693,Knee Length Dresses,Dresses,4500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
,Z0324051ORA2X,Zoya Yuni Off Shoulder Midriff Top - Orange - ORANGE / Z0324051 / 2X,Zoya Yuni Off Shoulder Midriff Top,Z0324051,Loose Tops,Tops,0.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066452,V0523168PR92X,Vivo Laika Bishop Sleeve Shift Dress in Crepe - Buttermilk / Lilac Loleni Print,Vivo Laika Bishop Sleeve Shift Dress,V0523168,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60066443,V0523168PR8S,Vivo Laika Bishop Sleeve Shift Dress in Crepe - Peach / Rust Loleni Print,Vivo Laika Bishop Sleeve Shift Dress,V0523168,Knee Length Dresses,Dresses,5500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60040789,V0719674WHIM/L,Vivo Everyday Short Waterfall in Jersey - White,Vivo Basic Short Waterfall,V0719674,Waterfalls & Kimonos,Outerwear,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60047326,V0121119ORAL,Vivo Basic Satin Bishop Sleeved Top - Orange,Vivo Basic Satin Bishop Sleeved Top,V0121119,Fitted Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60060591,V0423053DBRN1X,Vivo Leila Cap Sleeved Tent Maxi Dress- Dark Brown,Vivo Leila Cap Sleeve Tent Maxi Dress,V0423053,Maxi Dresses,Dresses,6550.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60055843,V0121065WIRS,Vivo Basic Dua Jacket in Ponte - Wine Red,Vivo Basic Dua Jacket in Ponte,V0121065,Jackets & Coats,Outerwear,4200.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
60064951,V0423023MULS,Vivo Tatili Bishop Long Sleeve Top In Satin - Mulberry,Vivo Tatili Bishop Long Sleeve Top,V0423023,Fitted Tops,Tops,3500.0,1.0,0,1.0,WAREHOUSE NOT ONLINE
