store,country,sku,style_name,subcategory,brand,style_number,current_price,cost,current_margin_pct,last_sale_date,days_since_last_sale,clearance_tier,discounted_price,discounted_margin_pct,units_available,projected_revenue_kes
WHFIN/Stock,Kenya,V0126037LILM,Vivo Basic Knee Length Dress In Chiffon,Knee Length Dresses,Vivo,V0126037,5500.0,1224.1600000000005,77.7,2026-03-21,101,Tier 1 (3M) — 10-15%,4813,74.6,30.0,144375
WHFIN/Stock,Kenya,V0925053BLAS,Vivo Studio 2-piece in Mixed Media,Skirts & Top Set,Vivo,V0925053,6900.0,2264.14,67.2,2026-03-20,102,Tier 1 (3M) — 10-15%,6038,62.5,13.0,78488
WHFIN/Stock,Kenya,V0925053ORAS,Vivo Studio 2-piece in Mixed Media,Skirts & Top Set,Vivo,V0925053,6900.0,2264.14,67.2,2026-02-27,123,Tier 1 (3M) — 10-15%,6038,62.5,12.0,72450
WHFIN/Stock,Kenya,V0925053ORAL,Vivo Studio 2-piece in Mixed Media,Skirts & Top Set,Vivo,V0925053,6900.0,2264.1400000000003,67.2,2026-02-12,138,Tier 1 (3M) — 10-15%,6038,62.5,12.0,72450
WHFIN/Stock,Kenya,V0725025SEGM/L,Vivo Cap Sleeve Salma Maxi Dress,Maxi Dresses,Vivo,V0725025,5900.0,1388.7,76.5,2026-02-02,148,Tier 1 (3M) — 10-15%,5163,73.1,13.0,67113
WHFIN/Stock,Kenya,V0625047NAFUXS/S,Vivo Iyana Maxi Cover Up,Maxi Dresses,Vivo,V0625047,6500.0,2684.19,58.7,2026-02-05,145,Tier 1 (3M) — 10-15%,5688,52.8,9.0,51188
WHFIN/Stock,Kenya,V0825025RUS2X,Vivo Anavi Maxi Dress In Jersey,Maxi Dresses,Vivo,V0825025,6500.0,1930.7,70.3,2026-03-03,119,Tier 1 (3M) — 10-15%,5688,66.1,8.0,45500
WHFIN/Stock,Kenya,V0625047BLREXS/S,Vivo Iyana Maxi Cover Up,Maxi Dresses,Vivo,V0625047,6500.0,2684.189999999999,58.7,2026-03-24,98,Tier 1 (3M) — 10-15%,5688,52.8,8.0,45500
WHFIN/Stock,Kenya,V0524192MUS1X,Vivo Basic Short Sleeve Top,T-shirts & Tank Tops,Vivo,V0524192,2500.0,595.07,76.2,2026-02-06,144,Tier 1 (3M) — 10-15%,2188,72.8,20.0,43750
WHFIN/Stock,Kenya,V0719290DTNXS/S,Vivo Basic Extra Long Lily Waterfall,Waterfalls & Kimonos,Vivo,V0719290,5500.0,1613.11,70.7,2026-03-25,97,Tier 1 (3M) — 10-15%,4813,66.5,9.0,43313
WHFIN/Stock,Kenya,V1025012ORAM/L,Vivo Anavi Cascade Waterfall,Waterfalls & Kimonos,Vivo,V1025012,4500.0,1350.0899999999997,70.0,2026-03-25,97,Tier 1 (3M) — 10-15%,3938,65.7,11.0,43313
WHFIN/Stock,Kenya,V0223139DTEAM,Vivo Basic Izzy Satin Bishop Sleeve Top,Fitted Tops,Vivo,V0223139,2450.0,994.14,59.4,2026-01-10,171,Tier 1 (3M) — 10-15%,2144,53.6,20.0,42875
WHFIN/Stock,Kenya,V0423006FUSM/L,Vivo Bana Batwing Top,T-shirts & Tank Tops,Vivo,V0423006,3900.0,805.73,79.3,2026-03-11,111,Tier 1 (3M) — 10-15%,3413,76.4,12.0,40950
WHFIN/Stock,Kenya,V0126024LILL,Vivo Boat Neck Top in Scuba,Fitted Tops,Vivo,V0126024,2900.0,638.8196875000001,78.0,2026-04-01,90,Tier 1 (3M) — 10-15%,2538,74.8,15.0,38063
WHFIN/Stock,Kenya,V0320037MARS,Vivo Basic 3/4 Sleeve Leila Bodycon Dress,Knee Length Dresses,Vivo,V0320037,3900.0,1015.0,74.0,2026-02-27,123,Tier 1 (3M) — 10-15%,3413,70.3,11.0,37538
WHFIN/Stock,Kenya,V0725042HUNS,Vivo Aleri Front Slit Sheath Dress,Midi & Capri Dresses,Vivo,V0725042,4500.0,761.3399999999998,83.1,2026-02-05,145,Tier 1 (3M) — 10-15%,3938,80.7,9.0,35438
WHFIN/Stock,Kenya,V0925030SGRNM,Vivo Anavi Runched Tank Top,T-shirts & Tank Tops,Vivo,V0925030,2500.0,572.6499999999997,77.1,2026-03-23,99,Tier 1 (3M) — 10-15%,2188,73.8,16.0,35000
WHFIN/Stock,Kenya,V1025015SGNM/L,Vivo Chela Sleeveless Waterfall in Jersey,Waterfalls & Kimonos,Vivo,V1025015,3900.0,1129.17,71.0,2026-02-08,142,Tier 1 (3M) — 10-15%,3413,66.9,10.0,34125
WHFIN/Stock,Kenya,V0825025WHIL,Vivo Anavi Maxi Dress In Jersey,Maxi Dresses,Vivo,V0825025,6500.0,1930.7000000000003,70.3,2026-02-11,139,Tier 1 (3M) — 10-15%,5688,66.1,6.0,34125
WHFIN/Stock,Kenya,V0824089DRDM/L,Vivo Chidii Drop Shoulder Kimono,Waterfalls & Kimonos,Vivo,V0824089,5500.0,1655.34,69.9,2026-03-25,97,Tier 1 (3M) — 10-15%,4813,65.6,7.0,33688
WHFIN/Stock,Kenya,V1025055BEI2X,Vivo Iyana Shirred waist Maxi Dress,Maxi Dresses,Vivo,V1025055,6200.0,1878.6700000000012,69.7,2026-03-05,117,Tier 1 (3M) — 10-15%,5425,65.4,6.0,32550
WHFIN/Stock,Kenya,V1025012SGRN1X/2X,Vivo Anavi Cascade Waterfall,Waterfalls & Kimonos,Vivo,V1025012,4500.0,1350.09,70.0,2026-03-19,103,Tier 1 (3M) — 10-15%,3938,65.7,8.0,31500
WHFIN/Stock,Kenya,V0725042OLI2X,Vivo Aleri Front Slit Sheath Dress,Midi & Capri Dresses,Vivo,V0725042,4500.0,761.3399999999999,83.1,2026-02-20,130,Tier 1 (3M) — 10-15%,3938,80.7,8.0,31500
WHFIN/Stock,Kenya,V0925053BLAL,Vivo Studio 2-piece in Mixed Media,Skirts & Top Set,Vivo,V0925053,6900.0,2264.14,67.2,2026-03-20,102,Tier 1 (3M) — 10-15%,6038,62.5,5.0,30188
WHFIN/Stock,Kenya,V0825025BLA2X,Vivo Anavi Maxi Dress In Jersey,Maxi Dresses,Vivo,V0825025,6500.0,1930.7000000000003,70.3,2026-03-10,112,Tier 1 (3M) — 10-15%,5688,66.1,5.0,28438
WHFIN/Stock,Kenya,V0725046GOLM,Vivo Alma Mini Skirt,Skirts & Top Set,Vivo,V0725046,2500.0,359.06999999999994,85.6,2026-01-02,179,Tier 1 (3M) — 10-15%,2188,83.6,13.0,28438
WHFIN/Stock,Kenya,V0524178REDS,Vivo Basic Chiffon Cap Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524178,3500.0,1089.4400000000005,68.9,2026-03-30,92,Tier 1 (3M) — 10-15%,3063,64.4,9.0,27563
WHFIN/Stock,Kenya,V0925030ORAS,Vivo Anavi Runched Tank Top,T-shirts & Tank Tops,Vivo,V0925030,2500.0,572.6499999999999,77.1,2026-03-21,101,Tier 1 (3M) — 10-15%,2188,73.8,12.0,26250
WHFIN/Stock,Kenya,V0324069LGRYL,Vivo Basic Sleeveless Bodysuit,Bodysuits,Vivo,V0324069,1950.0,544.1,72.1,2026-03-15,107,Tier 1 (3M) — 10-15%,1706,68.1,15.0,25594
WHFIN/Stock,Kenya,V0925030SGRNS,Vivo Anavi Runched Tank Top,T-shirts & Tank Tops,Vivo,V0925030,2500.0,572.65,77.1,2026-01-24,157,Tier 1 (3M) — 10-15%,2188,73.8,11.0,24063
WHFIN/Stock,Kenya,V0824089DGRNM/L,Vivo Chidii Drop Shoulder Kimono,Waterfalls & Kimonos,Vivo,V0824089,5500.0,1655.3399999999997,69.9,2026-03-16,106,Tier 1 (3M) — 10-15%,4813,65.6,5.0,24063
WHFIN/Stock,Kenya,V0925065LGNL,Vivo Cotton 3/4 Sleeve Wrap Top,Loose Tops,Vivo,V0925065,3900.0,959.0400000000001,75.4,2026-03-16,106,Tier 1 (3M) — 10-15%,3413,71.9,7.0,23888
WHFIN/Stock,Kenya,V0925030ORAL,Vivo Anavi Runched Tank Top,T-shirts & Tank Tops,Vivo,V0925030,2500.0,572.6499999999997,77.1,2026-01-04,177,Tier 1 (3M) — 10-15%,2188,73.8,10.0,21875
WHFIN/Stock,Kenya,V0725022DOLM,Vivo Essi Wide Leg Pants,Full Length Pants,Vivo,V0725022,4900.0,1277.6399999999996,73.9,2026-03-04,118,Tier 1 (3M) — 10-15%,4288,70.2,5.0,21438
WHFIN/Stock,Kenya,V0126008ORA1X,Vivo Studio Mini Bubble Skirt in Satin,Short & Mini Skirts,Vivo,V0126008,4900.0,1461.7549999999994,70.2,2026-03-27,95,Tier 1 (3M) — 10-15%,4288,65.9,5.0,21438
WHFIN/Stock,Kenya,V0224108BLAXXS,Vivo X This Is Essential Long Unitard,Jumpsuits & Playsuits,Vivo,V0224108,3950.0,1180.6600000000003,70.1,2026-03-18,104,Tier 1 (3M) — 10-15%,3456,65.8,6.0,20738
WHFIN/Stock,Kenya,V0725043DGRXS/S,Vivo Tanda Loose Sweater,Sweaters & Ponchos,Vivo,V0725043,3900.0,995.3399999999999,74.5,2026-03-14,108,Tier 1 (3M) — 10-15%,3413,70.8,6.0,20475
WHFIN/Stock,Kenya,V0322110PR232X,Vivo Dalia Sleeveless Gathered Tent Dress,Knee Length Dresses,Vivo,V0322110,5500.0,1645.2000000000005,70.1,2026-03-06,116,Tier 1 (3M) — 10-15%,4813,65.8,4.0,19250
WHFIN/Stock,Kenya,V0223139DTEAL,Vivo Basic Izzy Satin Bishop Sleeve Top,Fitted Tops,Vivo,V0223139,2450.0,994.14,59.4,2026-01-22,159,Tier 1 (3M) — 10-15%,2144,53.6,8.0,17150
WHFIN/Stock,Kenya,V0824086DRDL,Vivo Chidii Wide Leg Pants,Full Length Pants,Vivo,V0824086,4900.0,1676.6199999999997,65.8,2026-01-04,177,Tier 1 (3M) — 10-15%,4288,60.9,4.0,17150
WHFIN/Stock,Kenya,V0625047BLREM/L,Vivo Iyana Maxi Cover Up,Maxi Dresses,Vivo,V0625047,6500.0,2684.189999999999,58.7,2026-02-18,132,Tier 1 (3M) — 10-15%,5688,52.8,3.0,17063
WHFIN/Stock,Kenya,V0125039FUSF,Vivo Isabi Loose Top,Loose Tops,Vivo,V0125039,3900.0,1171.3600000000004,70.0,2026-02-14,136,Tier 1 (3M) — 10-15%,3413,65.7,5.0,17063
NAKUR/Stock,Kenya,V1025055MARM,Vivo Iyana Shirred waist Maxi Dress,Maxi Dresses,Vivo,V1025055,6200.0,1878.67,69.7,2026-03-10,112,Tier 1 (3M) — 10-15%,5425,65.4,3.0,16275
WHFIN/Stock,Kenya,V0126019PR72X,Vivo Liora Drawstring Pants In Satin,Full Length Pants,Vivo,V0126019,4500.0,1050.56,76.7,2026-03-03,119,Tier 1 (3M) — 10-15%,3938,73.3,4.0,15750
WHFIN/Stock,Kenya,V1025012ORA1X/2X,Vivo Anavi Cascade Waterfall,Waterfalls & Kimonos,Vivo,V1025012,4500.0,1350.0899999999997,70.0,2026-02-18,132,Tier 1 (3M) — 10-15%,3938,65.7,4.0,15750
TRM/Stock,Kenya,V0625059BLAM,Vivo Aleri Trench Coat Dress,Knee Length Dresses,Vivo,V0625059,5900.0,2176.57,63.1,2026-03-24,98,Tier 1 (3M) — 10-15%,5163,57.8,3.0,15488
WHFIN/Stock,Kenya,V0725046GOL1X,Vivo Alma Mini Skirt,Skirts & Top Set,Vivo,V0725046,2500.0,359.07,85.6,2026-01-18,163,Tier 1 (3M) — 10-15%,2188,83.6,7.0,15313
WHFIN/Stock,Kenya,V0220007RUSS,Vivo Basic Double Layered Long Sleeved Bodysuit,Bodysuits,Vivo,V0220007,2900.0,685.0100000000001,76.4,2026-03-17,105,Tier 1 (3M) — 10-15%,2538,73.0,6.0,15225
WHFIN/Stock,Kenya,V0625032BLAM,Vivo Aleri A-Line Pleated Dress,Knee Length Dresses,Vivo,V0625032,5500.0,1588.53,71.1,2026-03-02,120,Tier 1 (3M) — 10-15%,4813,67.0,3.0,14438
NAKUR/Stock,Kenya,V0126037LILM,Vivo Basic Knee Length Dress In Chiffon,Knee Length Dresses,Vivo,V0126037,5500.0,1224.1600000000005,77.7,2026-03-21,101,Tier 1 (3M) — 10-15%,4813,74.6,3.0,14438
SIGNA/Stock,Kenya,V0126037LILM,Vivo Basic Knee Length Dress In Chiffon,Knee Length Dresses,Vivo,V0126037,5500.0,1224.1600000000005,77.7,2026-03-21,101,Tier 1 (3M) — 10-15%,4813,74.6,3.0,14438
WHFIN/Stock,Kenya,V0824092PR16F,Vivo Ayla Maxi Kimono,Waterfalls & Kimonos,Vivo,V0824092,5500.0,2577.86,53.1,2026-03-26,96,Tier 1 (3M) — 10-15%,4813,46.4,3.0,14438
WHFIN/Stock,Kenya,V0320037DGN1X,Vivo Basic 3/4 Sleeve Leila Bodycon Dress,Knee Length Dresses,Vivo,V0320037,3900.0,1102.09,71.7,2026-03-07,115,Tier 1 (3M) — 10-15%,3413,67.7,4.0,13650
MNS/Stock,Kenya,V0725043DGRXS/S,Vivo Tanda Loose Sweater,Sweaters & Ponchos,Vivo,V0725043,3900.0,995.3399999999999,74.5,2026-03-14,108,Tier 1 (3M) — 10-15%,3413,70.8,4.0,13650
WHFIN/Stock,Kenya,V0925016PWBM/L,Vivo Alma Drawstring Top,Loose Tops,Vivo,V0925016,3500.0,1064.66,69.6,2026-03-05,117,Tier 1 (3M) — 10-15%,3063,65.2,4.0,12250
WHFIN/Stock,Kenya,V0524178GRYL,Vivo Basic Chiffon Cap Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524178,3500.0,1089.4400000000003,68.9,2026-01-30,151,Tier 1 (3M) — 10-15%,3063,64.4,4.0,12250
ACHO/Stock,Kenya,V0824090PR7F,Vivo Chidii Maxi Kaftan,Maxi Dresses,Vivo,V0824090,6900.0,2029.5400000000002,70.6,2026-03-07,115,Tier 1 (3M) — 10-15%,6038,66.4,2.0,12075
WHFIN/Stock,Kenya,V0819003DAT2X,Vivo Basic Panelled Leisure Pants,Full Length Pants,Vivo,V0819003,4500.0,1377.5199999999998,69.4,2026-01-13,168,Tier 1 (3M) — 10-15%,3938,65.0,3.0,11813
WHFIN/Stock,Kenya,V0126019PR7S,Vivo Liora Drawstring Pants In Satin,Full Length Pants,Vivo,V0126019,4500.0,1050.56,76.7,2026-03-22,100,Tier 1 (3M) — 10-15%,3938,73.3,3.0,11813
WHFIN/Stock,Kenya,V0126019PR12X,Vivo Liora Drawstring Pants In Satin,Full Length Pants,Vivo,V0126019,4500.0,1050.56,76.7,2026-02-27,123,Tier 1 (3M) — 10-15%,3938,73.3,3.0,11813
WHFIN/Stock,Kenya,V0725042OLI1X,Vivo Aleri Front Slit Sheath Dress,Midi & Capri Dresses,Vivo,V0725042,4500.0,761.34,83.1,2026-02-23,127,Tier 1 (3M) — 10-15%,3938,80.7,3.0,11813
WHFIN/Stock,Kenya,V0625047PR2M/L,Vivo Iyana Maxi Cover Up,Maxi Dresses,Vivo,V0625047,6500.0,2684.1899999999996,58.7,2026-03-29,93,Tier 1 (3M) — 10-15%,5688,52.8,2.0,11375
JUNCT/Stock,Kenya,V0625047NAFU1X/2X,Vivo Iyana Maxi Cover Up,Maxi Dresses,Vivo,V0625047,6500.0,2684.1900000000005,58.7,2026-03-09,113,Tier 1 (3M) — 10-15%,5688,52.8,2.0,11375
SARIT/Stock,Kenya,V0824085PRF,Vivo Chidii Tunic Dress With Frills,Short & Mini Dresses,Vivo,V0824085,6500.0,1716.9100000000005,73.6,2026-03-10,112,Tier 1 (3M) — 10-15%,5688,69.8,2.0,11375
WHFIN/Stock,Kenya,V0723043SGR1X,Vivo Basic Val Long Sleeve Top,Midriff & Crop Tops,Vivo,V0723043,2550.0,688.79,73.0,2026-03-25,97,Tier 1 (3M) — 10-15%,2231,69.1,5.0,11156
WHFIN/Stock,Kenya,V1025055BEIS,Vivo Iyana Shirred waist Maxi Dress,Maxi Dresses,Vivo,V1025055,6200.0,1878.6699999999996,69.7,2026-03-19,103,Tier 1 (3M) — 10-15%,5425,65.4,2.0,10850
IMAAR/Stock,Kenya,V1025055BEIS,Vivo Iyana Shirred waist Maxi Dress,Maxi Dresses,Vivo,V1025055,6200.0,1878.6699999999996,69.7,2026-03-19,103,Tier 1 (3M) — 10-15%,5425,65.4,2.0,10850
MSACB/Stock,Kenya,V0725025BLA1X/2X,Vivo Cap Sleeve Salma Maxi Dress,Maxi Dresses,Vivo,V0725025,5900.0,1278.8899999999999,78.3,2026-03-23,99,Tier 1 (3M) — 10-15%,5163,75.2,2.0,10325
WHFIN/Stock,Kenya,V0725025DGRNM/L,Vivo Cap Sleeve Salma Maxi Dress,Loose Tops,Vivo,V0725025,5900.0,1388.7,76.5,2026-02-21,129,Tier 1 (3M) — 10-15%,5163,73.1,2.0,10325
MERU/Stock,Kenya,V0725025DGRNM/L,Vivo Cap Sleeve Salma Maxi Dress,Loose Tops,Vivo,V0725025,5900.0,1388.7,76.5,2026-02-21,129,Tier 1 (3M) — 10-15%,5163,73.1,2.0,10325
WHFIN/Stock,Kenya,V0724104PR5L,Vivo Hadiya Wrap Dress,Knee Length Dresses,Vivo,V0724104,5900.0,1861.3,68.5,2026-03-03,119,Tier 1 (3M) — 10-15%,5163,63.9,2.0,10325
WHFIN/Stock,Kenya,V0925065SGN1X,Vivo Cotton 3/4 Sleeve Wrap Top,Loose Tops,Vivo,V0925065,3900.0,959.04,75.4,2026-02-15,135,Tier 1 (3M) — 10-15%,3413,71.9,3.0,10238
TRM/Stock,Kenya,V0320037MARS,Vivo Basic 3/4 Sleeve Leila Bodycon Dress,Knee Length Dresses,Vivo,V0320037,3900.0,1015.0,74.0,2026-02-27,123,Tier 1 (3M) — 10-15%,3413,70.3,3.0,10238
WHFIN/Stock,Kenya,V0925065PINM,Vivo Cotton 3/4 Sleeve Wrap Top,Loose Tops,Vivo,V0925065,3900.0,959.04,75.4,2026-02-26,124,Tier 1 (3M) — 10-15%,3413,71.9,3.0,10238
WHFIN/Stock,Kenya,V1025015LOL1X/2X,Vivo Chela Sleeveless Waterfall in Jersey,Waterfalls & Kimonos,Vivo,V1025015,3900.0,1129.17,71.0,2026-01-20,161,Tier 1 (3M) — 10-15%,3413,66.9,3.0,10238
WHFIN/Stock,Kenya,V0625042MARM,Vivo Iyana Bubble Sleeveless Top,Fitted Tops,Vivo,V0625042,3900.0,1218.71,68.8,2026-02-25,125,Tier 1 (3M) — 10-15%,3413,64.3,3.0,10238
WHFIN/Stock,Kenya,V1123047HPINM,Vivo Hanabi Wrap Maxi Dress,Maxi Dresses,Vivo,V1123047,5750.0,809.0,85.9,2026-01-06,175,Tier 1 (3M) — 10-15%,5031,83.9,2.0,10063
TRM/Stock,Kenya,V0824089DRDM/L,Vivo Chidii Drop Shoulder Kimono,Waterfalls & Kimonos,Vivo,V0824089,5500.0,1655.34,69.9,2026-03-25,97,Tier 1 (3M) — 10-15%,4813,65.6,2.0,9625
WHFIN/Stock,Kenya,V0719290HGN1X/2X,Vivo Basic Extra Long Lily Waterfall,Waterfalls & Kimonos,Vivo,V0719290,5500.0,1613.11,70.7,2026-03-24,98,Tier 1 (3M) — 10-15%,4813,66.5,2.0,9625
MNS/Stock,Kenya,V0719290DTNXS/S,Vivo Basic Extra Long Lily Waterfall,Waterfalls & Kimonos,Vivo,V0719290,5500.0,1613.11,70.7,2026-03-25,97,Tier 1 (3M) — 10-15%,4813,66.5,2.0,9625
NAKUR/Stock,Kenya,V0322110PR232X,Vivo Dalia Sleeveless Gathered Tent Dress,Knee Length Dresses,Vivo,V0322110,5500.0,1645.2000000000005,70.1,2026-03-06,116,Tier 1 (3M) — 10-15%,4813,65.8,2.0,9625
WHFIN/Stock,Kenya,V0121167BUTM/L,Vivo Dua 3/4 Sleeved V Neck Shirt,Loose Tops,Vivo,V0121167,3500.0,1166.1000000000001,66.7,2026-02-17,133,Tier 1 (3M) — 10-15%,3063,61.9,3.0,9188
WHFIN/Stock,Kenya,V0524178GRYS,Vivo Basic Chiffon Cap Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524178,3500.0,1089.44,68.9,2026-01-20,161,Tier 1 (3M) — 10-15%,3063,64.4,3.0,9188
WHFIN/Stock,Kenya,V0223139SGRNM,Vivo Izzy Satin Bishop Sleeve Top,Fitted Tops,Vivo,V0223139,3500.0,994.14,71.6,2026-01-06,175,Tier 1 (3M) — 10-15%,3063,67.5,3.0,9188
WHFIN/Stock,Kenya,V0121167BUTXS/S,Vivo Dua 3/4 Sleeved V Neck Shirt,Loose Tops,Vivo,V0121167,3500.0,1224.0566666666666,65.0,2026-03-20,102,Tier 1 (3M) — 10-15%,3063,60.0,3.0,9188
WHFIN/Stock,Kenya,V0719112TEA1X,Vivo Basic Long Sleeved Bodysuit,Bodysuits,Vivo,V0719112,2550.0,898.5899999999998,64.8,2026-02-19,131,Tier 1 (3M) — 10-15%,2231,59.7,4.0,8925
WHFIN/Stock,Kenya,V0725046DGRY1X,Vivo Alma Mini Skirt,Skirts & Top Set,Vivo,V0725046,2500.0,359.0700000000001,85.6,2026-02-05,145,Tier 1 (3M) — 10-15%,2188,83.6,4.0,8750
WHFIN/Stock,Kenya,V0226040LIL2X,Vivo Liora Tiered Maxi Skirt in Crepe,Maxi Skirts,Vivo,V0226040,4900.0,1552.95,68.3,2026-03-17,105,Tier 1 (3M) — 10-15%,4288,63.8,2.0,8575
TWORV/Stock,Kenya,V0125045PR7XS/S,Vivo Isabi Sleeveless Kimono,Waterfalls & Kimonos,Vivo,V0125045,4900.0,1374.32,72.0,2026-02-22,128,Tier 1 (3M) — 10-15%,4288,67.9,2.0,8575
TRM/Stock,Kenya,V0824086DRDS,Vivo Chidii Wide Leg Pants,Full Length Pants,Vivo,V0824086,4900.0,1676.6199999999997,65.8,2026-03-07,115,Tier 1 (3M) — 10-15%,4288,60.9,2.0,8575
ACHO/Stock,Kenya,V0125045PR7XS/S,Vivo Isabi Sleeveless Kimono,Waterfalls & Kimonos,Vivo,V0125045,4900.0,1374.32,72.0,2026-02-22,128,Tier 1 (3M) — 10-15%,4288,67.9,2.0,8575
WHFIN/Stock,Kenya,V0824086GLDS,Vivo Chidii Wide Leg Pants,Full Length Pants,Vivo,V0824086,4900.0,1676.62,65.8,2026-01-09,172,Tier 1 (3M) — 10-15%,4288,60.9,2.0,8575
WHFIN/Stock,Kenya,V0125045PR6M/L,Vivo Isabi Sleeveless Kimono,Waterfalls & Kimonos,Vivo,V0125045,4900.0,1374.3200000000002,72.0,2026-03-28,94,Tier 1 (3M) — 10-15%,4288,67.9,2.0,8575
WHFIN/Stock,Kenya,V0819031RUSM,Vivo Basic Double Layered Capri Skirt,Midi & Capri Skirts,Vivo,V0819031,3250.0,985.9199999999998,69.7,2026-03-18,104,Tier 1 (3M) — 10-15%,2844,65.3,3.0,8531
SARIT/Stock,Kenya,V0819003BLAXS,Vivo Basic Panelled Leisure Pants,Full Length Pants,Vivo,V0819003,4500.0,1377.5199999999998,69.4,2026-03-05,117,Tier 1 (3M) — 10-15%,3938,65.0,2.0,7875
MERU/Stock,Kenya,V1025012ORAM/L,Vivo Anavi Cascade Waterfall,Waterfalls & Kimonos,Vivo,V1025012,4500.0,1350.0899999999997,70.0,2026-03-25,97,Tier 1 (3M) — 10-15%,3938,65.7,2.0,7875
WHFIN/Stock,Kenya,V0425056DAOM,Vivo Diella 3/4 Sleeve A-Line Dress,Knee Length Dresses,Vivo,V0425056,4500.0,1005.41,77.7,2026-02-24,126,Tier 1 (3M) — 10-15%,3938,74.5,2.0,7875
WHFIN/Stock,Kenya,V0822019MAGL,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,4500.0,960.25,78.7,2026-01-17,164,Tier 1 (3M) — 10-15%,3938,75.6,2.0,7875
WHFIN/Stock,Kenya,V0819003NADXS,Vivo Basic Panelled Leisure Pants,Full Length Pants,Vivo,V0819003,4500.0,1377.52,69.4,2026-03-20,102,Tier 1 (3M) — 10-15%,3938,65.0,2.0,7875
MERU/Stock,Kenya,V0126024LILL,Vivo Boat Neck Top in Scuba,Fitted Tops,Vivo,V0126024,2900.0,638.8196875000001,78.0,2026-04-01,90,Tier 1 (3M) — 10-15%,2538,74.8,3.0,7613
WHFIN/Stock,Kenya,V0722034HGN1X/2X,Vivo Basic Julia 3/4 Sleeve Back Pleat Knee Length Dress,Knee Length Dresses,Vivo,V0722034,4250.0,1086.28,74.4,2026-01-07,174,Tier 1 (3M) — 10-15%,3719,70.8,2.0,7438
WHFIN/Stock,Kenya,V0120065PR291X/2X,Vivo Basic Nandi A-Line Kimono,Waterfalls & Kimonos,Vivo,V0120065,3950.0,1273.82,67.8,2026-02-18,132,Tier 1 (3M) — 10-15%,3456,63.1,2.0,6913
WHFIN/Stock,Kenya,V1025044DRDS,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.63,76.6,2026-02-21,129,Tier 1 (3M) — 10-15%,3413,73.3,2.0,6825
MNS/Stock,Kenya,V1025044FUSS,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.6299999999997,76.6,2026-03-13,109,Tier 1 (3M) — 10-15%,3413,73.3,2.0,6825
WHFIN/Stock,Kenya,V1025044FUSS,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.6299999999997,76.6,2026-03-13,109,Tier 1 (3M) — 10-15%,3413,73.3,2.0,6825
MSACB/Stock,Kenya,V0320037BLAM,Vivo Basic 3/4 Sleeve Leila Bodycon Dress,Knee Length Dresses,Vivo,V0320037,3900.0,1102.0899999999997,71.7,2026-03-21,101,Tier 1 (3M) — 10-15%,3413,67.7,2.0,6825
SIGNA/Stock,Kenya,V0320037BLAM,Vivo Basic 3/4 Sleeve Leila Bodycon Dress,Knee Length Dresses,Vivo,V0320037,3900.0,1102.0899999999997,71.7,2026-03-21,101,Tier 1 (3M) — 10-15%,3413,67.7,2.0,6825
IMAAR/Stock,Kenya,V1025044DRDS,Vivo Chela Pants in Jersey,Full Length Pants,Vivo,V1025044,3900.0,911.63,76.6,2026-02-21,129,Tier 1 (3M) — 10-15%,3413,73.3,2.0,6825
WHFIN/Stock,Kenya,V1019114PR31X/2X,Vivo Basic Nandi High Slit Kimono,Waterfalls & Kimonos,Vivo,V1019114,3900.0,1240.14,68.2,2026-01-27,154,Tier 1 (3M) — 10-15%,3413,63.7,2.0,6825
NAKUR/Stock,Kenya,V0423006FUSM/L,Vivo Bana Batwing Top,T-shirts & Tank Tops,Vivo,V0423006,3900.0,805.73,79.3,2026-03-11,111,Tier 1 (3M) — 10-15%,3413,76.4,2.0,6825
WHFIN/Stock,Kenya,V0324069LGRY1X,Vivo Basic Sleeveless Bodysuit,Bodysuits,Vivo,V0324069,1950.0,544.1,72.1,2026-03-23,99,Tier 1 (3M) — 10-15%,1706,68.1,4.0,6825
WHFIN/Stock,Kenya,V0723033GRES/M,Vivo Basic Long Sleeve Cascade Waterfall,Waterfalls & Kimonos,Vivo,V0723033,1950.0,1807.76,7.3,2026-03-21,101,Tier 1 (3M) — 10-15%,1706,-5.9,4.0,6825
ACHO/Stock,Kenya,V1025015MUS1X/2X,Vivo Chela Sleeveless Waterfall in Jersey,Waterfalls & Kimonos,Vivo,V1025015,3900.0,1129.17,71.0,2026-03-19,103,Tier 1 (3M) — 10-15%,3413,66.9,2.0,6825
MSACB/Stock,Kenya,V0423006FUSM/L,Vivo Bana Batwing Top,T-shirts & Tank Tops,Vivo,V0423006,3900.0,805.73,79.3,2026-03-11,111,Tier 1 (3M) — 10-15%,3413,76.4,2.0,6825
